GeoFips,GeoName,2008,2009,2010,2011,2012,2013,2014,2015,2016
5013,"Calhoun, AR",25080,25237,26070,27607,28878,29686,31351,33256,34791
5015,"Carroll, AR",26088,24293,24846,25254,27027,28200,31446,30643,31113
5017,"Chicot, AR",26590,27124,28046,30556,33065,35660,33601,32680,34572
5019,"Clark, AR",26421,26918,28285,29459,31498,31110,32548,33363,34071
5021,"Clay, AR",28435,28472,28409,29212,30909,32411,30825,29997,30696
5023,"Cleburne, AR",29228,28502,29903,31735,33644,34486,36019,36420,35910
5025,"Cleveland, AR",29827,28050,28847,28888,30717,33033,35833,37512,37324
5027,"Columbia, AR",30613,28854,30057,31771,33898,33885,36107,35267,35282
5029,"Conway, AR",29076,28982,30250,32444,33701,35641,37292,37017,36501
5031,"Craighead, AR",28887,28944,30588,32555,33890,34130,34827,35561,35912
5033,"Crawford, AR",26503,26215,27454,28556,29535,29832,30919,31645,32453
5035,"Crittenden, AR",28573,28168,29040,30737,31826,33027,33469,34064,34945
5037,"Cross, AR",27533,28751,29346,30411,31531,32539,33052,32101,32218
5039,"Dallas, AR",26703,27335,28011,27847,28337,28535,30397,31775,33374
5041,"Desha, AR",29375,29913,30551,32946,33375,37014,34474,36621,37045
5043,"Drew, AR",28900,28323,30037,31598,32828,33645,33915,34221,35307
5045,"Faulkner, AR",30452,30609,31693,32806,33634,33915,35046,35778,36455
5047,"Franklin, AR",25821,24739,26013,26927,29150,29517,31931,32180,32174
5049,"Fulton, AR",21621,22423,23333,24640,25202,25613,26541,26465,26819
5051,"Garland, AR",31719,31645,32376,33666,35100,34348,36253,37142,37902
5053,"Grant, AR",29114,29463,31020,32035,33196,33085,34414,35856,36632
5055,"Greene, AR",26397,26991,28021,28789,30959,31916,32116,32332,32507
5057,"Hempstead, AR",24484,24257,25286,26501,28075,27922,29809,29865,30090
5059,"Hot Spring, AR",25289,25213,25576,26633,27278,27080,28585,29088,29691
5061,"Howard, AR",26711,24939,25752,26959,29191,31085,33624,34142,33809
5063,"Independence, AR",29048,28307,29110,30293,30216,30558,31565,32810,33519
5065,"Izard, AR",24447,23843,24557,25672,27042,27368,27985,28662,28780
5067,"Jackson, AR",26025,25576,26862,28475,31170,34234,35594,34532,34797
5069,"Jefferson, AR",27930,28460,29042,30277,30974,31428,31849,32042,32616
5071,"Johnson, AR",23528,22481,23342,24367,25802,26604,27794,28179,28598
5073,"Lafayette, AR",26934,25848,25447,27721,30739,32549,34541,34145,34834
5075,"Lawrence, AR",24829,25341,25618,26429,28851,30805,32350,30853,32248
5077,"Lee, AR",23374,22378,23139,27581,26185,27323,22768,24684,25366
5079,"Lincoln, AR",20697,20559,21400,21586,23278,26173,24338,25026,25114
5081,"Little River, AR",28674,27856,29159,30200,30355,30696,32532,33500,33697
5083,"Logan, AR",27791,26272,27208,27882,29934,30112,32754,32517,31718
5085,"Lonoke, AR",31699,31958,32719,33650,34884,35491,36007,36756,37594
5087,"Madison, AR",25255,23650,24406,24964,27807,29748,32329,32973,32663
5089,"Marion, AR",23619,23894,24269,25003,25680,26899,27910,29821,28904
5091,"Miller, AR",27801,27419,28741,29942,30918,29651,31070,31695,32700
5093,"Mississippi, AR",27188,26500,28204,31095,27900,29454,28401,29021,29362
5095,"Monroe, AR",26479,25687,26798,28779,30023,34498,30664,29238,29521
5097,"Montgomery, AR",23296,23173,23543,24539,25897,26814,27600,28049,28582
5099,"Nevada, AR",26972,25764,27393,28298,28639,28163,29604,31072,31060
5101,"Newton, AR",22001,21977,23125,23983,25419,25318,27024,27622,28011
5103,"Ouachita, AR",28414,29026,30558,31353,31984,32457,33542,34572,34810
5105,"Perry, AR",27276,27671,29396,30800,31567,31842,32211,33625,33932
5107,"Phillips, AR",26173,26004,26395,28514,28492,30201,28675,28916,30079
5109,"Pike, AR",26076,25458,25533,26963,28026,28056,30224,31688,31507
5111,"Poinsett, AR",27697,27102,27590,28175,28886,30401,29407,29390,30301
5113,"Polk, AR",24064,23076,23782,24420,26324,26769,28920,28957,28657
5115,"Pope, AR",28615,27531,28748,29651,31053,31175,32195,33212,33499
5117,"Prairie, AR",28643,29110,28371,28576,30804,34844,34423,31539,32248
5119,"Pulaski, AR",42716,41539,41528,42864,45819,44191,46004,47749,48374
5121,"Randolph, AR",24486,25395,26419,26914,27954,28759,30220,29161,30697
5123,"St. Francis, AR",22040,22545,22964,24754,24379,25906,26121,26133,26859
5125,"Saline, AR",33029,33145,33947,35685,37332,37367,38699,39381,40762
5127,"Scott, AR",22297,21407,22024,22300,24998,26246,27998,29058,29250
5129,"Searcy, AR",23340,23845,24485,25532,25870,26134,27203,27326,26505
5131,"Sebastian, AR",33712,32613,33095,35883,36911,36962,38846,39754,39892
5133,"Sevier, AR",24199,23133,23541,23886,26593,27966,30709,30935,31654
5135,"Sharp, AR",25882,25993,26898,26893,28191,28731,31469,32180,32031
5137,"Stone, AR",23909,24034,24586,25588,26510,27079,29557,30181,29550
5139,"Union, AR",42215,36807,37936,40628,44932,43095,44396,41543,39592
5141,"Van Buren, AR",23778,24008,25335,27755,27864,28475,30277,30778,30335
5143,"Washington, AR",29345,28288,29272,30374,32404,33340,35317,37040,37750
5145,"White, AR",28876,28455,29775,30723,31876,31835,33010,33477,34130
5147,"Woodruff, AR",28553,26455,27675,30077,33404,37249,35800,33329,33506
5149,"Yell, AR",25322,23634,24873,26148,27136,29294,31583,32176,32108
6001,"Alameda, CA",48524,45854,47564,50493,52553,54477,57727,62362,65989
6003,"Alpine, CA",38627,38930,42587,55391,57765,55945,62557,64338,69972
6005,"Amador, CA",34106,32982,34204,34976,35857,36709,38479,40217,40738
6007,"Butte, CA",31896,31836,32893,33765,34731,35587,37000,39759,41228
6009,"Calaveras, CA",36299,35508,36595,37673,37651,38105,40408,43232,44558
6011,"Colusa, CA",38298,40724,40173,40320,36856,39012,35190,39768,41498
6013,"Contra Costa, CA",58611,54015,53815,57217,61352,60848,63107,67942,71147
6015,"Del Norte, CA",25942,26039,27259,28201,28736,29798,31640,33379,34410
6017,"El Dorado, CA",48380,46646,48062,50354,52565,54065,56763,59513,62552
6019,"Fresno, CA",30549,30167,31189,32728,33492,34609,36600,38686,39427
6021,"Glenn, CA",30006,30854,31949,34031,35057,37639,36601,39180,40187
6023,"Humboldt, CA",31084,32529,35099,36209,36716,37330,38896,41239,42199
6025,"Imperial, CA",28182,27886,29125,31259,31575,32775,34184,36504,35561
6027,"Inyo, CA",42667,41483,42383,43700,45749,46375,49301,51612,55269
6029,"Kern, CA",29257,28567,30644,32152,33879,34405,36335,36825,36386
6031,"Kings, CA",25392,24331,26175,29176,28567,29414,32028,32911,34302
6033,"Lake, CA",29721,29547,30872,31495,32116,32726,34388,36018,36770
6035,"Lassen, CA",26828,26243,27456,28231,28179,28741,29465,31256,32427
6037,"Los Angeles, CA",42948,41288,42934,45547,48502,48011,50789,53870,55568
6039,"Madera, CA",26549,25554,28065,29466,31094,32177,34025,34609,36157
6041,"Marin, CA",90003,81722,83469,89532,96002,97151,104516,111923,115941
6043,"Mariposa, CA",34244,34462,36106,36797,37836,38640,41261,44038,47401
6045,"Mendocino, CA",34608,34567,37325,37871,37643,38318,40709,42381,43118
6047,"Merced, CA",26936,27008,28064,29896,30390,31526,34264,35475,35842
6049,"Modoc, CA",33061,34677,34830,36385,36461,38298,41029,42951,43636
6051,"Mono, CA",39240,38038,40072,41075,40377,41626,43517,44787,45927
6053,"Monterey, CA",40587,40035,40959,41518,43089,44669,47056,50524,51604
6055,"Napa, CA",47613,46018,46742,48392,53211,54924,59189,63646,67213
6057,"Nevada, CA",44033,43427,45308,47298,48938,49698,52208,53900,56203
6059,"Orange, CA",49785,46620,49599,51069,54823,54197,56344,60228,62135
6061,"Placer, CA",47986,46149,47675,49696,52533,53370,55842,59250,61313
6063,"Plumas, CA",37323,37357,39101,39421,39352,40904,43363,44759,45292
6065,"Riverside, CA",31693,30588,30946,32415,32971,33741,35043,36900,38294
6067,"Sacramento, CA",39207,37940,38368,39767,40862,41891,43836,46269,47241
6069,"San Benito, CA",36836,35956,35843,37042,38014,39476,40708,44431,46619
6071,"San Bernardino, CA",29988,28932,29398,30760,31343,32011,33608,35423,36618
6073,"San Diego, CA",44860,42771,43813,46038,47819,48984,51463,53984,55413
6075,"San Francisco, CA",75250,71646,75691,80154,87665,88675,97887,105711,112804
6077,"San Joaquin, CA",32080,31873,32426,33004,33775,34975,36583,38778,40072
6079,"San Luis Obispo, CA",39692,38951,40042,42292,44072,45262,47794,50707,51773
6081,"San Mateo, CA",74932,71218,73318,78975,87142,86691,92352,101010,105796
6083,"Santa Barbara, CA",45327,43909,45179,47997,50397,49831,52484,55433,55983
6085,"Santa Clara, CA",61220,56799,61007,65772,72117,72177,77994,84817,91160
6087,"Santa Cruz, CA",46909,45103,48177,49579,52420,53218,55363,57956,59452
6089,"Shasta, CA",32788,33020,34398,35086,35684,36095,38319,40674,41750
6091,"Sierra, CA",28239,29707,31795,33493,34898,35385,37137,36219,37575
6093,"Siskiyou, CA",31784,30718,31623,33267,33733,34601,36801,40028,41080
6095,"Solano, CA",38030,37379,37488,38621,39027,40147,41431,43831,45652
6097,"Sonoma, CA",43430,41522,42727,44599,46586,48046,50603,54373,56305
6099,"Stanislaus, CA",31117,30537,31811,32920,33974,34575,37067,39364,40116
6101,"Sutter, CA",34285,34424,34451,35465,35219,36613,37037,39580,40366
6103,"Tehama, CA",26990,27653,28591,29941,31398,31776,34219,35839,36207
6105,"Trinity, CA",26186,26549,27567,27249,26974,26966,28854,30023,29919
6107,"Tulare, CA",28708,27717,30042,31637,31566,32081,35110,35834,37354
6109,"Tuolumne, CA",32626,32097,34505,35931,36815,36420,38741,41383,42861
6111,"Ventura, CA",45937,44370,45854,47921,49862,50165,52544,54834,56356
6113,"Yolo, CA",39974,39536,40054,43034,43910,44944,47258,49566,50477
6115,"Yuba, CA",30642,30698,31198,32274,32510,33590,34460,36821,37731
8001,"Adams, CO*",32060,31032,30976,32616,34056,34964,37042,38547,39629
8003,"Alamosa, CO",29169,29213,28928,30384,30548,31235,32569,34389,33765
8005,"Arapahoe, CO",43767,39794,40995,46685,48274,49611,53186,54440,54995
8007,"Archuleta, CO",32295,30656,30915,33249,34149,35311,39106,41222,42096
8009,"Baca, CO",33262,37365,38418,42814,35953,41840,39798,37196,36609
8011,"Bent, CO",23795,22191,21739,22426,23376,23853,23961,25268,24405
8013,"Boulder, CO*",52494,47146,50634,52528,54875,56663,60411,64094,64804
8014,"Broomfield, CO*",63183,57407,54218,56198,58599,55123,57524,58547,59889
8015,"Chaffee, CO",30820,30793,31230,33079,34383,36013,39700,42072,43804
8017,"Cheyenne, CO",41116,47324,53686,57573,50578,56693,49569,41325,35787
8019,"Clear Creek, CO",47150,45365,44848,47319,49076,51914,53269,57513,58247
8021,"Conejos, CO",23624,24667,24407,26557,27229,28881,30132,34511,34065
8023,"Costilla, CO",24000,25610,24825,27307,27009,29009,29783,32971,32559
8025,"Crowley, CO",17525,16609,16262,16166,17518,18123,18015,20687,20534
8027,"Custer, CO",32941,33084,31257,34990,34347,38095,41347,44332,43301
8029,"Delta, CO",29677,28417,29047,32070,31479,32280,33513,34451,33713
8031,"Denver, CO",54331,46772,48630,53797,57457,61655,68124,67264,64287
8033,"Dolores, CO",23479,25198,25080,30197,29771,30868,32076,34292,30924
8035,"Douglas, CO",56792,55537,54472,57498,61406,63610,67166,68921,69879
8037,"Eagle, CO",57341,48633,45131,47028,48949,56241,61292,67247,68669
8039,"Elbert, CO",42527,41938,39270,48306,44978,48253,50326,52677,54638
8041,"El Paso, CO",37868,37636,38230,40115,41047,41141,43122,44546,44780
8043,"Fremont, CO",25140,25399,26001,26946,27383,28296,29665,31145,31687
8045,"Garfield, CO",45527,41315,37839,40386,42359,45008,50350,56113,53200
8047,"Gilpin, CO",41434,37367,36469,36583,37341,43519,43718,46491,48182
8049,"Grand, CO",34015,31562,32038,34473,37939,41350,43159,46650,46450
8051,"Gunnison, CO",36685,35028,34928,37087,36690,38353,41373,43489,45116
8053,"Hinsdale, CO",33457,34546,37335,41334,39866,39454,43047,45230,46075
8055,"Huerfano, CO",28586,29405,29847,31382,32915,33919,35733,37154,38421
8057,"Jackson, CO",34668,35536,37700,40335,36153,39712,42862,48940,45966
8059,"Jefferson, CO*",46979,44468,45299,47279,49137,51269,54442,56806,57593
8061,"Kiowa, CO",37443,39365,43794,49929,50942,59939,50843,41995,40280
8063,"Kit Carson, CO",32037,30590,34683,35615,35554,34295,35465,34464,37694
8065,"Lake, CO",29310,27403,27788,29175,29397,30680,32240,33567,34186
8067,"La Plata, CO",45172,42232,41921,43996,47312,54940,59189,55592,53165
8069,"Larimer, CO",38515,37066,37669,39191,41025,42666,45279,47085,48327
8071,"Las Animas, CO",29824,27864,28405,30099,31124,33538,35904,34804,34904
8073,"Lincoln, CO",25263,26598,26466,27649,27010,24830,27051,27601,26013
8075,"Logan, CO",37547,34014,34463,39337,43271,45662,47657,49470,48180
8077,"Mesa, CO",38881,34944,34477,35695,37090,37798,39983,40698,40094
8079,"Mineral, CO",39047,42746,43479,49785,47750,51736,56057,57611,55678
8081,"Moffat, CO",34929,35216,33179,36132,37693,39440,40577,41031,39120
8083,"Montezuma, CO",31938,31192,31158,33328,34317,36107,40184,41281,40569
8085,"Montrose, CO",31879,30490,30039,31177,32166,32889,34804,36881,37140
8087,"Morgan, CO",29319,27654,30881,34158,35696,36458,39844,41194,41249
8089,"Otero, CO",28450,28180,28952,30200,30494,31034,32274,34100,32792
8091,"Ouray, CO",44203,42349,39446,42266,44216,48729,52983,56029,57373
8093,"Park, CO",34515,33183,32499,35450,36511,37481,38827,41635,44007
8095,"Phillips, CO",33837,34683,36255,43025,40411,39228,40494,38459,41780
8097,"Pitkin, CO",121712,91744,92539,95504,112817,104668,127832,134044,139666
8099,"Prowers, CO",29815,30957,32469,33772,35005,38024,38271,40538,39807
8101,"Pueblo, CO",28669,28621,29411,30486,31206,31792,33467,34899,35501
8103,"Rio Blanco, CO",41799,38625,39722,41536,41831,43787,45904,45293,41924
8105,"Rio Grande, CO",31642,31775,31361,33954,34117,36017,37947,41171,40748
8107,"Routt, CO",53056,49257,51830,60621,62035,61130,66761,71558,71441
8109,"Saguache, CO",25676,24835,25150,27888,26128,28614,30789,34457,32158
8111,"San Juan, CO",44052,41268,34248,41614,45877,57000,52178,60237,48393
8113,"San Miguel, CO",54333,51991,48996,51624,52859,62336,73643,79905,75366
8115,"Sedgwick, CO",40381,36536,40808,46236,47019,48821,49790,46079,42617
8117,"Summit, CO",48497,42671,44552,47780,49569,52964,56137,60479,62001
8119,"Teller, CO",38583,38747,38928,41590,42604,43220,45311,47149,47740
8121,"Washington, CO",29313,32116,35245,40330,39442,39937,40378,41456,37852
8123,"Weld, CO*",34193,32831,33509,35565,37350,39194,42833,44485,44072
8125,"Yuma, CO",41085,33692,38948,44463,49063,47340,48411,49899,50122
9001,"Fairfield, CT",100125,98402,103748,103619,103065,96599,101851,103769,106272
9003,"Hartford, CT",50400,49505,50529,52501,53870,54256,56438,58293,59184
9005,"Litchfield, CT",50896,48430,49349,51719,54433,54011,55565,57252,58257
9007,"Middlesex, CT",53557,51972,53008,54494,57120,57143,59959,61869,62852
