GeoFips,GeoName,1990,1991,1992,1993,1994,1995,1996,1997,1998
1109,"Pike, AL",13984,14446,15584,16243,17278,17915,18638,19324,19851
1111,"Randolph, AL",12919,13343,13883,14744,15469,15667,16209,17185,17915
1113,"Russell, AL",13597,14033,14811,15232,15525,16580,16612,17866,18571
1115,"St. Clair, AL",13624,14382,15271,15938,16850,17498,18418,19416,20262
1117,"Shelby, AL",20111,20921,22874,23419,24732,26498,28135,29564,31031
1119,"Sumter, AL",10921,11548,12696,13078,13360,14180,14492,15323,16160
1121,"Talladega, AL",13148,13627,14330,14742,15438,16020,16608,17458,18221
1123,"Tallapoosa, AL",15004,15695,17144,17614,18048,19109,19385,20189,21052
1125,"Tuscaloosa, AL",15828,16347,17549,18368,19384,20153,20863,21817,23090
1127,"Walker, AL",15039,16143,16528,17042,17352,18391,18938,19744,20795
1129,"Washington, AL",12817,13558,13755,14731,16047,15755,16065,17048,17270
1131,"Wilcox, AL",10007,10474,11183,12185,12508,12971,13244,13908,14585
1133,"Winston, AL",12743,13752,15000,16502,16987,18026,18876,19045,19418
2010,"Aleutian Islands Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2013,"Aleutians East Borough, AK*",18143,21740,22956,18866,19771,20116,19800,20188,20241
2016,"Aleutians West Census Area, AK*",21688,23548,25792,23296,26245,27579,24809,21910,21633
2020,"Anchorage Municipality, AK",25886,26239,26979,27894,28603,29024,29969,31738,32965
2050,"Bethel Census Area, AK*",14776,15168,16027,17609,17876,18132,18384,19189,19861
2060,"Bristol Bay Borough, AK",34957,35312,33609,30212,39021,38887,34536,34323,32815
2063,"Chugach Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2066,"Copper River Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2068,"Denali Borough, AK*",(NA),19063,20247,23900,23325,25204,26875,29329,32233
2070,"Dillingham Census Area, AK*",18605,22709,22361,22049,22505,23146,23768,25172,26553
2090,"Fairbanks North Star Borough, AK",20327,20548,21630,22460,22506,23914,24275,25524,26651
2100,"Haines Borough, AK*",26068,24932,25117,26659,26672,27551,28647,29486,30289
2105,"Hoonah-Angoon Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2110,"Juneau City and Borough, AK",27581,28384,29917,30461,31804,33192,33402,34307,35221
2122,"Kenai Peninsula Borough, AK*",21527,21434,21681,22878,23464,24229,24353,25442,25921
2130,"Ketchikan Gateway Borough, AK*",28266,27939,28474,30066,30732,32158,32433,32983,33493
2150,"Kodiak Island Borough, AK",22754,21627,21577,21840,22264,23389,24052,25660,26367
2158,"Kusilvak Census Area, AK*",10931,10575,10599,11270,11506,11780,12809,13584,13932
2164,"Lake and Peninsula Borough, AK*",(NA),15022,15666,16812,16530,17096,17493,17818,18572
2170,"Matanuska-Susitna Borough, AK",19342,19836,20155,21251,22276,22645,23064,23684,24968
2180,"Nome Census Area, AK",15847,16280,17287,18243,19149,19931,20368,21511,21810
2185,"North Slope Borough, AK*",39357,39771,36785,39018,41963,42631,43221,40437,44516
2188,"Northwest Arctic Borough, AK",16021,16166,17015,18169,18569,18981,19504,20779,22286
2195,"Petersburg Borough, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2198,"Prince of Wales-Hyder Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2201,"Prince of Wales-Outer Ketchikan Census Area, AK*",18641,17492,18135,18623,18595,19147,18689,19917,20618
2220,"Sitka City and Borough, AK*",23079,23206,23521,23649,23915,25385,26486,26487,28019
2230,"Skagway Municipality, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2231,"Skagway-Yakutat-Angoon Census Area, AK*",21295,21352,22853,(NA),(NA),(NA),(NA),(NA),(NA)
2232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA),(NA),(NA),23615,22348,22668,23888,26414,26207
2240,"Southeast Fairbanks Census Area, AK*",17662,17903,18247,18522,20315,20489,20643,21440,21637
2261,"Valdez-Cordova Census Area, AK*",24274,24816,26687,26435,27018,26890,27724,28888,30569
2275,"Wrangell City and Borough, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2280,"Wrangell-Petersburg Census Area, AK*",24572,24253,24582,24185,25350,24739,25417,25908,27325
2282,"Yakutat City and Borough, AK*",(NA),(NA),(NA),21647,24422,23671,23247,25699,26845
2290,"Yukon-Koyukuk Census Area, AK*",15531,14989,15267,15616,16113,18143,17819,18455,18933
2901,"Aleutian Islands Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2903,"Angoon Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2904,"Barrow-North Slope Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2905,"Bethel Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2907,"Bristol Bay Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2908,"Cordova-McCarthy Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2910,"Haines Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2912,"Kenai-Cook Inlet Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2916,"Kuskokwim Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2919,"Outer Ketchikan Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2920,"Prince of Wales Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2921,"Seward Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2922,"Sitka Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2923,"Skagway-Yakutat Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2924,"Southeast Fairbanks Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2925,"Upper Yukon Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2926,"Valdez-Chitina-Whittier Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2928,"Wrangell-Petersburg Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
2929,"Yukon-Koyukuk Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
4001,"Apache, AZ",9056,9794,10775,11313,11468,11259,11963,12111,12939
4003,"Cochise, AZ",14702,15418,16310,16468,16599,16773,17600,18004,18971
4005,"Coconino, AZ",14299,14904,15903,16329,17228,18041,19077,20130,21379
4007,"Gila, AZ",13771,14310,14969,15642,16436,16271,17351,17847,18496
4009,"Graham, AZ",10664,11191,11954,12211,12808,12911,13766,14414,14363
4011,"Greenlee, AZ",13797,14603,15369,15517,16314,18166,19233,20001,20619
4012,"La Paz, AZ*",13388,13448,13302,14543,14025,14675,14674,14912,14516
4013,"Maricopa, AZ",19229,19479,20096,20715,21807,22929,24129,25450,27030
4015,"Mohave, AZ",15134,15121,15219,15539,16181,15669,16097,16906,17715
4017,"Navajo, AZ",10462,11058,11607,11830,12375,12678,13384,13671,14227
4019,"Pima, AZ",16445,17123,17663,18685,19525,20205,21076,21814,23122
4021,"Pinal, AZ",12617,13340,13401,13929,14210,14535,15228,15777,16365
4023,"Santa Cruz, AZ",12289,12514,12985,13488,14029,14316,15222,16102,16742
4025,"Yavapai, AZ",15242,15669,16198,16653,17992,18108,18801,19715,20671
4027,"Yuma, AZ*",14191,15083,15323,15851,15738,17871,16564,17059,17944
5001,"Arkansas, AR",14580,15073,16731,17591,18532,20272,21494,21883,22582
5003,"Ashley, AR",13622,14746,15751,16066,17536,18254,19001,20063,20958
5005,"Baxter, AR",15139,15991,16785,17423,17789,18558,19181,20146,21329
5007,"Benton, AR",17040,18066,19691,20400,21751,23087,24464,26002,28427
5009,"Boone, AR",14520,15064,15746,16572,16872,17393,17669,18617,19891
5011,"Bradley, AR",14114,14472,15428,15496,16110,16519,17330,18086,18462
5013,"Calhoun, AR",12360,12785,13773,14027,14315,14573,15229,16254,17662
5015,"Carroll, AR",14109,14778,16218,16522,16867,16678,16643,17085,17959
5017,"Chicot, AR",10895,11458,13106,13125,14021,15019,16526,16857,17319
5019,"Clark, AR",12740,13391,14114,14601,15203,15919,16845,17021,17499
5021,"Clay, AR",11946,12777,14113,14398,15009,15742,16988,17653,18268
5023,"Cleburne, AR",13400,13944,14830,15291,16352,17031,17917,18930,20720
5025,"Cleveland, AR",12140,12655,13984,14568,15447,16481,17672,18895,20381
5027,"Columbia, AR",14037,14463,15207,15980,16818,17625,18579,19231,20164
5029,"Conway, AR",13382,14136,15585,15959,16791,17426,18779,19286,20655
5031,"Craighead, AR",14305,15175,16310,16652,17194,18222,18885,19555,20510
5033,"Crawford, AR",12137,12722,13496,14124,15102,15485,15882,16638,17464
5035,"Crittenden, AR",13294,13757,14844,15204,16237,16861,17841,18486,19406
5037,"Cross, AR",11820,12849,14171,14697,15426,16734,17748,17826,18251
5039,"Dallas, AR",13597,13895,15279,16121,16329,16838,17547,18403,19002
5041,"Desha, AR",11267,12163,13413,13221,14942,16017,16453,17161,17760
5043,"Drew, AR",12148,13172,14475,15050,16196,16959,17501,18289,19103
5045,"Faulkner, AR",14817,15840,16595,17478,18130,19319,20556,21405,21939
5047,"Franklin, AR",12513,13458,14643,15305,16408,16839,17506,18441,19094
5049,"Fulton, AR",10209,11027,11685,11958,12529,12879,13295,14143,14773
5051,"Garland, AR",16350,16983,18066,18951,19556,20493,21115,21923,22904
5053,"Grant, AR",14354,14819,15366,15881,16493,17624,18203,19798,20900
5055,"Greene, AR",12268,12886,13887,14408,15286,16067,16775,17418,18245
5057,"Hempstead, AR",12184,12908,13949,14552,15454,16097,16873,18032,18371
5059,"Hot Spring, AR",12667,12735,13583,14037,14534,15269,15784,16710,17268
5061,"Howard, AR",14481,15021,16176,16739,17943,19016,19434,20318,20787
5063,"Independence, AR",14036,14464,15417,15954,16474,17450,18238,18835,20271
5065,"Izard, AR",12840,13404,13338,13560,13963,14460,15054,15751,16643
5067,"Jackson, AR",12534,13327,14910,15321,15415,16920,18175,18675,19060
5069,"Jefferson, AR",14137,14386,15268,15958,16394,17033,17731,18003,18823
5071,"Johnson, AR",11887,12563,13673,14291,14851,15703,16079,16544,17376
5073,"Lafayette, AR",11286,11960,13107,13055,14355,14024,15287,16335,16992
5075,"Lawrence, AR",11392,12255,13366,14233,14286,15383,16160,16757,17526
5077,"Lee, AR",10029,10311,11695,11797,12722,13167,14999,14563,13959
5079,"Lincoln, AR",9065,9625,11172,11483,12973,12992,14240,15015,15257
5081,"Little River, AR",14857,15002,15200,16063,16553,17369,18035,18838,19121
5083,"Logan, AR",12698,13251,14187,15060,15598,16128,17304,17736,18038
5085,"Lonoke, AR",14618,15433,17024,17292,18147,19268,20100,20486,21527
5087,"Madison, AR",12640,13071,13736,14443,14917,15944,16923,18101,18112
5089,"Marion, AR",12317,12837,13579,13877,14815,15027,15101,15688,16034
5091,"Miller, AR",12910,13524,14435,14944,15954,16707,17888,18747,19670
5093,"Mississippi, AR",13688,14458,14885,15093,16291,16643,18298,18312,18062
5095,"Monroe, AR",11298,12158,13129,13440,13975,15689,17159,16746,16995
5097,"Montgomery, AR",11689,11874,12403,13230,14049,14509,15442,16463,17401
5099,"Nevada, AR",11565,12283,13326,13840,14450,15135,15819,16847,17464
5101,"Newton, AR",9201,9901,10924,11077,11764,12179,12717,13013,13803
5103,"Ouachita, AR",13645,14007,14894,15246,15743,16143,16882,17648,18299
5105,"Perry, AR",12395,13131,14444,15248,16268,17053,18234,19211,18227
5107,"Phillips, AR",11224,12008,13411,13754,14409,14618,15520,15919,15751
5109,"Pike, AR",12492,13342,14438,15564,16146,16798,17090,17661,17580
5111,"Poinsett, AR",12043,13059,14242,14505,15446,16566,17449,17820,17983
5113,"Polk, AR",12415,12802,13654,14169,14795,15483,15979,16535,17076
5115,"Pope, AR",14383,15086,16319,16390,16983,17749,18687,19467,19920
5117,"Prairie, AR",11715,12266,13874,13824,15250,16617,18294,18471,18198
5119,"Pulaski, AR",19150,20037,21426,22053,22957,24253,25313,26266,28265
5121,"Randolph, AR",11297,11897,12430,13222,13615,14603,15128,16010,16221
5123,"St. Francis, AR",11414,11503,12806,13326,14166,14997,15647,15659,16087
5125,"Saline, AR",14871,15632,16505,17160,18214,18661,20261,20990,21461
5127,"Scott, AR",11401,12087,13092,13887,14580,15600,16175,17013,18276
5129,"Searcy, AR",10348,11098,11758,12515,12949,13411,13971,14449,15284
5131,"Sebastian, AR",16743,17271,18980,18829,19939,20764,21388,22139,23698
5133,"Sevier, AR",13515,14096,14827,15752,16289,17174,17886,18683,19217
5135,"Sharp, AR",12069,12531,13011,13453,14021,14804,15439,16375,16703
5137,"Stone, AR",11226,12054,12489,12547,13378,14031,14809,15384,16537
5139,"Union, AR",16399,16923,18135,18901,19822,20355,21052,21970,23321
5141,"Van Buren, AR",11734,12228,13348,13805,14723,15060,15653,16259,16774
5143,"Washington, AR",16027,16308,17505,17902,18530,19048,19181,19614,20578
5145,"White, AR",12606,13293,14191,14651,15500,16116,16582,17193,17791
5147,"Woodruff, AR",11764,12470,14076,14585,14333,15984,17697,17664,17596
5149,"Yell, AR",13006,13768,14796,15356,15639,16414,16980,17471,18476
6001,"Alameda, CA",22657,23169,24116,24739,25466,26933,28612,30061,32371
6003,"Alpine, CA",18255,15586,15815,17554,18736,19246,20635,22360,23409
6005,"Amador, CA",16215,16906,17588,18164,18370,19240,20154,20193,21483
6007,"Butte, CA",15643,16266,17013,17325,17880,18306,19347,20379,20979
6009,"Calaveras, CA",17139,17395,17785,18488,18496,18948,20173,21126,22556
6011,"Colusa, CA",18610,18518,19797,21665,21137,22424,23552,23447,22055
6013,"Contra Costa, CA",26202,26873,28459,29370,30247,31697,33621,35901,38353
6015,"Del Norte, CA",13942,13407,14097,14440,14820,15462,15548,16186,17202
6017,"El Dorado, CA",20412,21234,22714,23300,24806,26318,28058,29992,31973
6019,"Fresno, CA",16815,17140,17760,18379,18481,18975,19523,19794,20743
6021,"Glenn, CA",14782,14657,16067,16879,16884,16326,18140,18851,18008
6023,"Humboldt, CA",16347,16768,17414,17983,18597,18940,20072,20974,22108
6025,"Imperial, CA",16141,16003,16274,17040,17011,17231,17001,17608,18704
6027,"Inyo, CA",18243,18805,19255,20007,20185,20946,21836,22962,24251
6029,"Kern, CA",16540,17048,17274,17808,17775,18257,19046,19343,20208
6031,"Kings, CA",13678,14338,15177,15753,15977,15834,16719,16896,16452
6033,"Lake, CA",16775,17514,17889,18111,18463,18826,20099,21023,21989
6035,"Lassen, CA",13673,14750,15763,16061,17324,17838,17061,16401,17058
6037,"Los Angeles, CA",21510,21602,22289,22328,22854,23763,24891,25810,27777
6039,"Madera, CA",14930,14936,16105,16004,15830,15820,16678,17435,17688
6041,"Marin, CA",34541,35971,38356,40110,42321,45331,48840,52710,58755
6043,"Mariposa, CA",17154,17060,17659,17818,17945,18402,18999,19925,20769
6045,"Mendocino, CA",16504,16749,17558,18319,19142,19654,21150,22508,23112
6047,"Merced, CA",15485,15644,16407,16606,16603,16238,17884,18130,18728
6049,"Modoc, CA",15599,16095,16805,18499,18475,18674,18754,19496,20319
6051,"Mono, CA",18178,18226,19344,19722,19574,19853,20732,22030,23592
6053,"Monterey, CA",20675,20726,22101,22540,23789,25114,25572,26556,28032
6055,"Napa, CA",23081,24199,24862,25737,26620,27637,29329,31025,32716
6057,"Nevada, CA",18266,18750,19561,20105,20919,21681,22673,24639,26707
6059,"Orange, CA",24913,25400,26416,26605,27109,28204,29833,31580,33504
6061,"Placer, CA",22149,23185,24170,24816,26225,27862,29551,31512,33504
6063,"Plumas, CA",16882,17722,18355,19157,19704,20062,21709,23279,23726
6065,"Riverside, CA",18704,18500,18816,19034,19157,19550,20302,21106,22467
6067,"Sacramento, CA",20153,20656,21533,21755,22674,23781,24250,25251,26698
6069,"San Benito, CA",17653,17997,18728,19759,20513,21857,22934,24531,25802
6071,"San Bernardino, CA",17290,17313,17630,17813,18160,18556,19091,19919,21045
6073,"San Diego, CA",21002,21555,22302,22762,23291,24275,25615,26978,29356
6075,"San Francisco, CA",29320,31017,32065,32679,33494,36263,38552,40325,45300
6077,"San Joaquin, CA",16827,17337,18288,18847,19337,19754,20603,21689,22647
6079,"San Luis Obispo, CA",17563,18234,19154,19712,20210,21082,22369,23967,25277
6081,"San Mateo, CA",29314,30269,31675,32837,33957,36259,40104,41317,46062
6083,"Santa Barbara, CA",22408,23392,24165,24559,25127,25647,26727,27399,29481
6085,"Santa Clara, CA",25640,26436,28092,28297,29225,31819,34005,37053,39589
6087,"Santa Cruz, CA",21699,22529,23779,24442,25145,26660,28492,30236,31864
6089,"Shasta, CA",17103,17646,18473,19087,19766,20411,21152,22161,23151
6091,"Sierra, CA",15393,15900,17184,18038,18226,18608,19864,21180,21707
6093,"Siskiyou, CA",15655,16355,16785,17466,18013,18396,19371,19823,20826
6095,"Solano, CA",19866,20037,20812,21325,21298,21911,22664,23840,25064
6097,"Sonoma, CA",22222,22786,23664,24500,25353,26099,27728,29703,31445
6099,"Stanislaus, CA",16730,17146,17697,18115,18367,18740,19802,20871,22174
6101,"Sutter, CA",17366,18577,19509,19984,20747,21239,21775,22380,23625
6103,"Tehama, CA",13395,13714,14546,14790,15114,15608,16547,17296,17462
6105,"Trinity, CA",14440,14933,15788,16163,16220,16812,17612,18337,18599
6107,"Tulare, CA",14919,14853,16138,16231,16697,16935,18114,18245,19178
6109,"Tuolumne, CA",16184,16084,17210,17406,17938,18523,19220,20374,21638
6111,"Ventura, CA",22340,23119,23690,24615,25291,26775,27598,29147,30096
6113,"Yolo, CA",20026,20558,21163,21555,22779,23751,24214,25200,25792
6115,"Yuba, CA",13838,14523,15004,14974,14921,15516,16139,17042,17625
8001,"Adams, CO*",16330,16796,17674,18522,19377,20154,20910,22347,23783
8003,"Alamosa, CO",14534,13956,14717,16678,17257,17934,19523,19415,21224
8005,"Arapahoe, CO",24379,24876,25840,26998,28637,30209,32314,33388,36329
8007,"Archuleta, CO",13215,13893,15374,15266,16141,16275,16550,17127,18055
8009,"Baca, CO",18763,16935,17418,20345,18085,19405,20282,21654,24489
8011,"Bent, CO",14303,15326,15867,15694,15725,16113,16891,17623,17600
8013,"Boulder, CO*",22416,23149,24790,25987,27401,29080,30835,32791,35234
8014,"Broomfield, CO*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
8015,"Chaffee, CO",13731,14627,15154,15591,16432,17795,18413,19270,20643
8017,"Cheyenne, CO",19038,17810,18911,22755,20658,26735,20315,24200,28070
8019,"Clear Creek, CO",18873,19479,21594,22231,22634,23912,26144,28442,30919
8021,"Conejos, CO",10062,10455,11567,12306,12492,13591,13961,14799,15017
8023,"Costilla, CO",12206,12736,14135,15186,15466,16279,16546,16370,17119
8025,"Crowley, CO",11951,11069,12086,11927,11581,12412,12497,14901,14340
8027,"Custer, CO",15405,16011,16630,18442,18257,18662,18761,19872,20900
8029,"Delta, CO",13176,13638,14899,15763,16184,16844,17488,18945,19743
8031,"Denver, CO",23320,23438,24376,25277,26430,28277,29666,31002,34170
8033,"Dolores, CO",14486,15532,18401,18705,18387,18522,17900,20310,20235
8035,"Douglas, CO",25072,30328,32436,35653,37723,39511,39551,39282,40068
8037,"Eagle, CO",22297,22853,25995,27025,27631,29938,31729,34419,36498
8039,"Elbert, CO",17817,18502,20617,22605,23834,24294,25400,25212,26676
8041,"El Paso, CO",18582,19404,20264,20773,21464,22832,24120,25075,27332
8043,"Fremont, CO",12845,13277,14413,14669,15502,15619,16186,16991,17707
8045,"Garfield, CO",17234,17493,18532,19875,21433,22593,23606,25219,27390
8047,"Gilpin, CO",16726,18722,21944,23671,24505,26435,29273,30432,31816
8049,"Grand, CO",17154,17951,18640,19831,21524,22247,23060,24120,25151
8051,"Gunnison, CO",13913,14623,15812,16918,17972,18606,19166,20658,22122
8053,"Hinsdale, CO",18173,19646,20402,22145,22076,22256,21230,21810,21859
8055,"Huerfano, CO",11684,12354,13160,13482,14238,14762,15149,15971,17130
8057,"Jackson, CO",13680,15155,15925,17238,16296,17064,18012,18538,18106
8059,"Jefferson, CO*",21661,22760,23623,24781,25474,27051,28585,30751,33899
8061,"Kiowa, CO",23498,21221,23353,24171,22533,26742,25007,31311,35184
8063,"Kit Carson, CO",18965,17799,19392,20459,20195,21382,23257,22746,26883
8065,"Lake, CO",15281,15628,15856,16248,16908,17976,18841,19605,20475
8067,"La Plata, CO",16303,16964,18520,19697,21290,22044,23151,24364,25922
8069,"Larimer, CO",17978,18583,19581,20606,21442,22754,24327,25754,27083
8071,"Las Animas, CO",12429,13468,14068,14911,15591,16937,16808,17631,19216
8073,"Lincoln, CO",16377,15327,15420,15844,15073,17571,16326,15958,17305
8075,"Logan, CO",17013,17063,18008,18621,18935,20039,21309,21443,22479
8077,"Mesa, CO",15683,16283,17452,18150,18768,19954,20764,22090,23670
8079,"Mineral, CO",16803,17357,19934,21106,20591,19286,19615,21149,22152
8081,"Moffat, CO",16467,16911,18381,19033,19778,21071,21581,21837,21726
8083,"Montezuma, CO",14527,14790,16187,17421,18151,18743,19110,19911,21672
8085,"Montrose, CO",14800,15489,16215,17123,18037,18708,19241,19783,20531
8087,"Morgan, CO",15976,16660,17389,18452,18502,19041,20034,20513,21635
8089,"Otero, CO",14016,14909,16124,16919,17432,18198,18923,19898,21189
8091,"Ouray, CO",16521,17142,19080,20609,21273,21437,22383,24236,25450
8093,"Park, CO",17678,17887,19666,21590,22807,23412,24203,24716,25452
8095,"Phillips, CO",19030,19281,19895,19869,18912,17520,21225,22330,22970
8097,"Pitkin, CO",32139,33892,39128,40592,43799,45830,51865,56916,65055
8099,"Prowers, CO",15133,15122,15831,17307,16519,17431,18278,19801,21552
8101,"Pueblo, CO",14803,15465,16334,16991,17926,19274,19886,20982,21819
8103,"Rio Blanco, CO",15748,17408,19147,18806,18571,18651,19111,20977,22239
8105,"Rio Grande, CO",16422,15761,16104,17504,18622,19536,21183,20036,21567
8107,"Routt, CO",20947,21312,22629,24181,24959,25738,27447,28881,31322
8109,"Saguache, CO",12382,12480,13350,15411,15637,15614,15281,15870,17606
8111,"San Juan, CO",17219,15922,15481,16739,19069,18765,19257,21200,24081
8113,"San Miguel, CO",18882,19077,22564,24207,26320,28123,28316,30162,32695
8115,"Sedgwick, CO",17497,17541,18897,19795,20187,21700,24750,24070,26807
8117,"Summit, CO",22032,23241,24510,24903,26483,27489,28729,29822,32930
8119,"Teller, CO",17785,19055,20585,21189,23046,24260,25540,26588,27832
8121,"Washington, CO",19446,17905,19031,21284,18833,21944,23908,24290,24036
8123,"Weld, CO*",15533,16077,16988,18168,18787,19323,20547,21467,23071
8125,"Yuma, CO",21738,22301,20204,19556,19498,19936,22058,22309,23958
9001,"Fairfield, CT",33701,33906,37980,38894,39730,42951,45652,48769,53701
9003,"Hartford, CT",25685,25781,27044,27703,28298,29204,30188,31944,33965
9005,"Litchfield, CT",24646,24558,26041,26990,27903,29145,30379,32404,34335
