GeoFips,GeoName,1999,2000,2001,2002,2003,2004,2005,2006,2007
18059,"Hancock, IN",32278,34681,33963,33514,33654,35428,36575,38194,38645
18061,"Harrison, IN",24650,26430,27399,27417,27575,30205,30360,33115,33935
18063,"Hendricks, IN",29980,32132,32095,31804,32599,32923,33939,36422,37508
18065,"Henry, IN",23990,25685,25840,26570,27660,27622,27789,28757,30035
18067,"Howard, IN",27273,28317,27711,28305,29035,30016,30481,31602,33096
18069,"Huntington, IN",24985,26015,26667,26548,27466,28922,29308,30709,31578
18071,"Jackson, IN",22650,23879,25283,25179,26103,28137,28945,30533,31888
18073,"Jasper, IN",24679,26059,26432,26109,26804,28761,29680,31068,33769
18075,"Jay, IN",20194,21439,22235,22199,24062,25782,25832,27077,28067
18077,"Jefferson, IN",21128,22300,23943,24338,25667,27501,28365,29555,30734
18079,"Jennings, IN",21318,22291,22555,22534,23205,24685,25293,26607,27529
18081,"Johnson, IN",29344,30855,31446,31526,32109,33135,34336,35863,37016
18083,"Knox, IN",23176,24481,25416,25307,26438,27977,28247,29906,31178
18085,"Kosciusko, IN",26072,27208,27376,28389,29636,31251,31917,32299,33548
18087,"Lagrange, IN",19561,19985,20821,21466,22417,23856,24573,25510,26027
18089,"Lake, IN",26040,27143,27216,27433,28435,29295,30470,32176,33473
18091,"LaPorte, IN",23854,25268,25889,26387,27323,28004,28862,30341,31356
18093,"Lawrence, IN",22778,24331,24354,24761,25387,26463,27089,28625,29610
18095,"Madison, IN",23952,25491,25986,26429,26894,27155,27578,28572,29211
18097,"Marion, IN",29805,32255,32930,33307,33585,34594,35296,36740,36589
18099,"Marshall, IN",24045,24763,24658,25218,26233,27675,27747,29409,30532
18101,"Martin, IN",22552,23728,25376,25081,27201,28185,28909,29772,30924
18103,"Miami, IN",20982,22314,22656,22205,22772,24552,24565,25191,25538
18105,"Monroe, IN",23394,24687,24909,25067,25967,27259,27900,29185,29823
18107,"Montgomery, IN",23332,24935,25892,25648,25970,28111,28342,29699,30944
18109,"Morgan, IN",26178,27429,28189,28392,29179,30884,31482,32906,33666
18111,"Newton, IN",21724,22800,23601,23889,24518,27699,27893,29302,30946
18113,"Noble, IN",22952,23711,23734,23867,24431,25442,26023,26267,27457
18115,"Ohio, IN",22484,24657,43624,42481,39607,40369,41086,37838,42545
18117,"Orange, IN",20791,22024,22086,21767,22049,23108,23522,25236,26817
18119,"Owen, IN",20381,21970,22728,23369,24248,25207,25824,26619,27752
18121,"Parke, IN",19585,21442,22129,22019,22137,23497,23647,24035,25166
18123,"Perry, IN",21541,23084,23990,24273,24984,25812,26158,27197,27781
18125,"Pike, IN",20461,21865,22999,22651,23051,25163,25535,26683,28343
18127,"Porter, IN",30505,31884,31813,31644,32494,34947,35972,37982,39747
18129,"Posey, IN",25758,28311,32008,31299,31217,31807,32376,34266,35196
18131,"Pulaski, IN",22129,23548,23803,23577,24054,27200,27223,28574,30923
18133,"Putnam, IN",21878,22731,22826,22743,23057,24905,25065,26090,27077
18135,"Randolph, IN",21760,23637,24270,24163,25274,26243,25829,26054,27511
18137,"Ripley, IN",23034,24052,26493,27657,27889,29424,30380,31712,33397
18139,"Rush, IN",23602,25825,26686,25840,27048,29287,29575,29962,30731
18141,"St. Joseph, IN",26551,27563,28393,29246,29722,31413,32531,34561,35696
18143,"Scott, IN",21181,21966,22465,22818,23136,24784,25229,25639,26356
18145,"Shelby, IN",26314,27773,28063,27882,29091,30844,30813,31580,32330
18147,"Spencer, IN",22781,24662,24893,25383,26829,28383,28917,30542,32083
18149,"Starke, IN",18391,19646,20481,20453,20950,22352,22626,24046,25196
18151,"Steuben, IN",25779,26475,25173,25438,25696,27348,28112,29468,30468
18153,"Sullivan, IN",19440,20384,21400,21080,22469,23654,23789,24657,26031
18155,"Switzerland, IN",19773,21464,23145,22013,22529,23294,22866,23594,24524
18157,"Tippecanoe, IN",23705,25222,25083,25319,25279,26460,27292,28181,28974
18159,"Tipton, IN",27086,28883,29109,29032,29585,31424,30962,31351,32731
18161,"Union, IN",22085,23621,23573,22746,24841,27600,27382,27442,27228
18163,"Vanderburgh, IN",27772,29129,29728,30438,31153,31926,33099,34889,34637
18165,"Vermillion, IN",22985,24196,24401,24749,25675,26586,27148,28217,29463
18167,"Vigo, IN",22221,23100,24801,25603,26526,27357,27562,28537,29115
18169,"Wabash, IN",24242,25684,25230,25163,25870,27392,27915,29111,30303
18171,"Warren, IN",22015,23762,24981,24888,25848,29108,29000,28734,31727
18173,"Warrick, IN",27948,29514,30975,31599,32106,33701,35135,37930,38567
18175,"Washington, IN",20988,22880,23069,22490,23448,24673,25092,25985,27050
18177,"Wayne, IN",24426,25093,25229,25788,26381,27247,27713,28730,29537
18179,"Wells, IN",24773,26771,26312,26191,27016,28501,28466,29534,31055
18181,"White, IN",23363,24681,24576,24370,24851,26825,27696,29257,31298
18183,"Whitley, IN",25364,26998,27330,27255,28075,29471,30248,31892,33331
19001,"Adair, IA",22793,25608,26047,27074,26786,30945,28892,29976,32029
19003,"Adams, IA",23096,26709,25843,27100,25921,31276,29374,27764,30564
19005,"Allamakee, IA",21109,22490,23669,24314,24801,26832,27856,28990,30771
19007,"Appanoose, IA",19659,20883,21204,22172,22643,24489,24434,25833,26640
19009,"Audubon, IA",21842,25220,25432,26592,26802,33142,32580,33681,36233
19011,"Benton, IA",24067,26878,27368,27480,27432,29775,30142,31846,35238
19013,"Black Hawk, IA",23536,24981,25570,26838,27521,29207,30059,31663,33280
19015,"Boone, IA",25860,27982,28647,30109,31164,33051,33189,35905,37429
19017,"Bremer, IA",24166,26285,26947,27577,27444,30804,31768,33028,35309
19019,"Buchanan, IA",21990,24054,24995,25229,25598,28057,29354,30648,33343
19021,"Buena Vista, IA",22837,24819,25751,26073,25869,28869,28716,29676,32403
19023,"Butler, IA",22078,24095,25415,25867,25697,30345,30794,31769,35080
19025,"Calhoun, IA",21808,23441,24494,25401,26504,30943,31767,32729,37329
19027,"Carroll, IA",24028,26710,28001,28184,28548,32561,32472,34633,36489
19029,"Cass, IA",24012,25517,25291,26190,26230,29551,29701,30640,32463
19031,"Cedar, IA",26195,28634,29123,29533,29889,31718,31773,33948,36690
19033,"Cerro Gordo, IA",25246,26855,27696,28420,30604,33718,35451,36129,38176
19035,"Cherokee, IA",24317,25332,27412,28244,29049,32214,34653,46005,52489
19037,"Chickasaw, IA",24281,24746,23786,24254,24653,27706,29124,30554,33668
19039,"Clarke, IA",19435,21076,21274,21784,22824,24508,26193,27288,29042
19041,"Clay, IA",25184,27447,27577,27488,28888,31230,31586,32769,35800
19043,"Clayton, IA",22075,24045,24847,25194,25894,28080,28392,29223,31906
19045,"Clinton, IA",23222,24538,25631,26517,26738,28323,28944,30581,32555
19047,"Crawford, IA",20769,23071,23606,24003,24532,28143,29353,31085,36283
19049,"Dallas, IA",29040,30463,30914,30929,31515,35174,37012,39616,44160
19051,"Davis, IA",18305,19739,18781,19256,19836,22481,23249,24413,25676
19053,"Decatur, IA",16820,18239,17997,18814,19072,21519,22020,22514,23392
19055,"Delaware, IA",21793,23817,24507,24349,24622,25984,26898,28105,30388
19057,"Des Moines, IA",24885,26578,27690,28092,27717,28873,29663,33077,35549
19059,"Dickinson, IA",29631,31106,32171,33369,34986,36554,36976,39564,42291
19061,"Dubuque, IA",24989,26383,26954,27520,28173,29075,30140,32745,35375
19063,"Emmet, IA",22828,24823,24902,26190,26920,28822,28191,29077,32305
19065,"Fayette, IA",20109,21617,22327,22460,22423,25187,25973,26462,29458
19067,"Floyd, IA",21409,23041,24190,24871,25141,28152,29041,29449,31822
19069,"Franklin, IA",23844,26549,26854,26095,26040,30890,30722,31635,35536
19071,"Fremont, IA",25433,27408,27747,27199,28818,33684,32544,33174,35658
19073,"Greene, IA",22239,23893,24853,26193,27137,31249,31159,31754,35865
19075,"Grundy, IA",25207,26826,28262,28559,29096,33324,33772,34951,38282
19077,"Guthrie, IA",22796,24812,26111,26895,27747,33331,34392,37773,39404
19079,"Hamilton, IA",25016,26711,27428,26983,27741,31685,32578,39092,42136
19081,"Hancock, IA",24108,27047,26982,28177,28494,32778,32246,33154,36667
19083,"Hardin, IA",23021,25297,27438,26789,26474,31695,32660,34300,39957
19085,"Harrison, IA",23369,26197,26384,27597,28211,30617,30305,31277,33986
19087,"Henry, IA",22439,24246,24894,25540,25587,27991,28320,29784,31587
19089,"Howard, IA",23195,24724,24020,25657,25698,28688,30230,30216,33713
19091,"Humboldt, IA",24437,26758,26554,27516,27670,31093,31159,31169,33932
19093,"Ida, IA",23938,25687,27582,27720,29121,33876,34075,35374,40270
19095,"Iowa, IA",29934,30212,30447,31773,32102,34242,33685,35384,37311
19097,"Jackson, IA",21578,22743,23378,24067,24498,26912,27415,28908,31013
19099,"Jasper, IA",25542,26600,28333,28953,28779,29923,29792,31240,33489
19101,"Jefferson, IA",25530,27744,26587,26386,26177,28409,29497,31953,33327
19103,"Johnson, IA",28639,30805,31433,32262,32940,34230,34884,36758,38792
19105,"Jones, IA",20770,22655,23561,23634,23903,25823,26439,28395,30853
19107,"Keokuk, IA",21768,23780,24021,24766,25391,28563,27823,28884,31137
19109,"Kossuth, IA",22893,26046,25136,26194,26991,30960,32164,33285,37148
19111,"Lee, IA",22748,23936,24636,25370,25873,27124,27328,28423,30245
19113,"Linn, IA",30368,31810,32068,32351,32995,34283,35500,37212,39335
19115,"Louisa, IA",22052,23981,24994,25473,25400,27079,27596,27987,29160
19117,"Lucas, IA",20532,21955,22501,22676,23716,25511,26104,27442,28711
19119,"Lyon, IA",21465,24380,25575,24170,25611,29782,30771,32016,33915
19121,"Madison, IA",24360,25499,26740,27579,28150,30641,32240,33795,35783
19123,"Mahaska, IA",23642,25287,24986,24834,25899,28401,28607,30181,32291
19125,"Marion, IA",24958,26891,26209,26383,26807,28903,30537,31617,34010
19127,"Marshall, IA",25062,26081,27303,27902,28181,29155,29752,31136,32443
19129,"Mills, IA",28768,30901,32195,34356,34201,37291,37768,39045,40522
19131,"Mitchell, IA",23001,24744,25606,25676,25029,28095,28820,30303,33001
19133,"Monona, IA",23030,24800,25671,25936,26573,29088,28071,27228,31327
19135,"Monroe, IA",22339,24724,24252,24788,25497,27460,27581,28314,30014
19137,"Montgomery, IA",23760,26455,26835,27008,26687,29988,29537,30855,32668
19139,"Muscatine, IA",25331,26762,27891,28906,29468,32260,32798,35057,36909
19141,"O'Brien, IA",24362,26090,26672,26458,28005,31582,32694,33427,35594
19143,"Osceola, IA",22955,25452,25737,24695,26047,31764,32906,45304,49632
19145,"Page, IA",22459,24259,23524,23593,24846,28281,28665,29511,30874
19147,"Palo Alto, IA",22374,24935,24962,24304,26128,30141,31453,40550,44620
19149,"Plymouth, IA",25645,27396,28068,28260,28617,32987,33886,34674,37270
19151,"Pocahontas, IA",22756,24906,24921,26011,26344,30951,30938,31792,34263
19153,"Polk, IA",32045,33475,34650,35279,36158,38326,39516,41530,42368
19155,"Pottawattamie, IA",25106,26692,27477,28254,28733,29735,30553,32194,33037
19157,"Poweshiek, IA",25884,27448,28022,28428,28503,30760,31359,33151,34661
19159,"Ringgold, IA",19373,21278,20523,20902,20983,25487,25115,25837,26433
19161,"Sac, IA",22555,24642,26619,26865,26345,32026,31544,31166,35547
19163,"Scott, IA",27700,29120,30329,31021,31713,34293,36135,38519,41903
19165,"Shelby, IA",22758,25543,26968,27814,26997,30108,30409,31265,34289
19167,"Sioux, IA",22988,24718,25958,26447,27956,29379,30888,31889,33262
19169,"Story, IA",25632,26553,27164,27519,28628,29950,30999,32707,34240
19171,"Tama, IA",22647,23293,23812,24667,24471,28852,28672,30092,33094
19173,"Taylor, IA",19393,21303,21198,21835,22386,26995,27638,28100,31843
19175,"Union, IA",20875,22550,23139,23539,23444,25963,26518,27950,29081
19177,"Van Buren, IA",18615,20597,20899,21765,23310,25180,24727,25546,27113
19179,"Wapello, IA",20731,22064,23270,24092,24579,26254,26759,28191,30043
19181,"Warren, IA",24988,26329,27557,28346,28747,31500,32550,34363,35977
19183,"Washington, IA",25448,28313,28634,28959,29441,31704,32114,34227,35567
19185,"Wayne, IA",19065,21321,21259,22607,22592,25377,25245,25019,27295
19187,"Webster, IA",23645,24944,25910,27217,27373,28741,29288,31930,34197
19189,"Winnebago, IA",21690,22676,22991,23825,24159,27161,26869,28671,32577
19191,"Winneshiek, IA",23110,24952,25603,26275,27359,30355,30461,32007,33597
19193,"Woodbury, IA",25035,26109,27070,27673,28285,30976,33719,34999,39015
19195,"Worth, IA",21661,22982,22670,23127,23519,27842,28066,41345,44585
19197,"Wright, IA",24882,28873,30426,30661,31897,35666,35061,35182,39528
20001,"Allen, KS",20377,20975,24667,24350,26281,26941,26468,27344,29722
20003,"Anderson, KS",19232,21284,22967,22741,23284,24150,25085,27275,30377
20005,"Atchison, KS",19972,20972,22175,22401,22957,24252,25524,27152,28608
20007,"Barber, KS",20405,21419,24324,24870,29996,28321,30440,32966,32963
20009,"Barton, KS",22534,23980,25406,26044,27243,28188,30262,33816,35788
20011,"Bourbon, KS",19870,20474,24680,26132,27009,29627,30342,32766,31744
20013,"Brown, KS",22581,23723,26057,24498,26974,28765,30039,30062,34065
20015,"Butler, KS",26283,27150,28207,28406,29110,29820,31296,33934,35535
20017,"Chase, KS",28617,27149,25820,23158,25711,31027,35409,37147,35162
20019,"Chautauqua, KS",18583,20439,22741,24655,25603,26225,27698,30989,31305
20021,"Cherokee, KS",19036,20059,20820,20915,22365,22486,23423,24543,26784
20023,"Cheyenne, KS",25421,22704,24819,20874,24504,17362,23081,22746,31514
20025,"Clark, KS",25489,23644,26256,25579,28303,25651,30161,30657,33742
20027,"Clay, KS",24016,24754,24931,24905,28302,29916,31158,33622,37083
20029,"Cloud, KS",20779,20855,23285,22448,24334,25269,25553,26379,28388
20031,"Coffey, KS",24150,25375,27473,27688,29242,29930,32308,33451,34831
20033,"Comanche, KS",23526,24561,26111,25305,33447,28747,32007,31871,34559
20035,"Cowley, KS",21619,22977,24811,24542,25098,25785,26525,28792,29853
20037,"Crawford, KS",20750,21560,23456,23902,24428,24646,25770,27414,28875
20039,"Decatur, KS",26477,24785,28732,24426,26541,23111,30489,28421,36105
20041,"Dickinson, KS",23019,23714,26023,26155,29372,29940,31072,34025,37769
20043,"Doniphan, KS",19587,19930,20898,19776,20905,23876,25831,26110,30023
20045,"Douglas, KS",23196,24902,26625,27037,27604,27894,29119,30852,32168
20047,"Edwards, KS",27414,25843,29534,28059,35051,32561,36008,32320,39666
20049,"Elk, KS",17891,20022,22255,21841,23986,25486,27473,29142,31125
20051,"Ellis, KS",23359,24486,26404,26513,27410,28400,29893,32336,34628
20053,"Ellsworth, KS",21464,21869,23674,23864,25869,26511,27195,28200,30543
20055,"Finney, KS",20613,20797,20930,20908,22630,23483,25193,26927,29201
20057,"Ford, KS",22143,21521,22924,23305,24072,24571,25809,26869,28723
20059,"Franklin, KS",21889,23372,25110,25196,25824,26670,27766,29558,31000
20061,"Geary, KS",23467,25387,26674,27856,29482,31621,33322,37193,42041
20063,"Gove, KS",27116,24961,36775,34428,32517,23600,33368,44233,52889
20065,"Graham, KS",26217,26931,28411,24397,28251,24293,30373,28400,37505
20067,"Grant, KS",22131,22697,24909,23051,25321,24639,30262,29354,31792
20069,"Gray, KS",27796,25853,28834,25498,26916,26723,32748,29087,34102
20071,"Greeley, KS",32660,30251,33903,22524,44668,27611,37552,27063,44805
20073,"Greenwood, KS",20099,20758,22528,22740,24751,25811,27387,30756,31643
20075,"Hamilton, KS",24708,24092,32696,23546,29520,27813,33887,25246,33962
20077,"Harper, KS",22997,23461,24346,25959,30968,29754,33809,37272,37780
20079,"Harvey, KS",23533,25181,26040,26360,26874,27644,28938,31065,32914
20081,"Haskell, KS",33576,29842,31624,29542,33178,32185,41853,33869,37278
20083,"Hodgeman, KS",25317,24741,24411,22856,24967,24123,29879,26863,32236
20085,"Jackson, KS",23359,24972,26449,26186,26958,28731,27847,28404,30759
20087,"Jefferson, KS",22280,23296,25565,25556,26158,27047,28286,29134,31522
20089,"Jewell, KS",23037,21094,25277,22956,29608,27843,27878,29437,32530
20091,"Johnson, KS",41415,44227,41793,42169,42034,42075,44846,51859,55664
20093,"Kearny, KS",19609,20061,23486,21391,27257,26416,30476,27822,32978
20095,"Kingman, KS",22655,22909,23972,24708,27605,28027,29896,33559,33481
20097,"Kiowa, KS",24478,24638,26381,25980,30850,30494,29970,30440,31959
20099,"Labette, KS",21027,21762,23550,24274,24789,26506,27708,29665,31585
20101,"Lane, KS",27067,25023,26842,25358,27717,26017,31426,31410,35060
20103,"Leavenworth, KS",23760,25338,25741,26611,27900,28773,29992,31655,33206
20105,"Lincoln, KS",20923,21206,22463,21390,24256,23432,24602,25751,30264
20107,"Linn, KS",21142,21072,23064,22739,23673,24689,24995,25517,27341
20109,"Logan, KS",25350,22436,26945,24582,29439,26869,32486,30202,38242
20111,"Lyon, KS",20778,21066,22596,22705,23517,24142,24639,25473,27092
20113,"McPherson, KS",24743,25891,27541,28379,29478,31296,33062,36606,37028
20115,"Marion, KS",19769,19861,21874,21941,24342,26067,27326,27463,29646
20117,"Marshall, KS",23805,24737,25920,23397,27066,32249,32890,33507,35008
20119,"Meade, KS",25742,24549,23444,22968,26566,26657,30963,27741,37099
20121,"Miami, KS",25705,26402,27520,27243,27424,30259,31291,33124,35017
20123,"Mitchell, KS",24660,24018,25907,25030,28572,28083,30105,31867,33809
20125,"Montgomery, KS",19896,21347,22457,22769,23618,24975,26091,28662,30714
20127,"Morris, KS",20689,21876,24580,24535,26311,26684,27366,29524,31627
20129,"Morton, KS",24585,25621,25335,21709,26026,29727,36395,31628,34034
20131,"Nemaha, KS",23185,24932,25142,23833,25313,29357,29611,28457,33105
20133,"Neosho, KS",20472,21234,22997,22985,24313,24858,25720,27660,28584
20135,"Ness, KS",26186,28463,28297,27324,32991,29816,32370,32042,38895
20137,"Norton, KS",22890,25149,24456,21941,24279,24193,26694,26228,29950
20139,"Osage, KS",21028,22020,24288,24228,25477,25798,26231,27467,29612
20141,"Osborne, KS",21679,22054,24043,22837,26830,25139,26635,28073,32194
20143,"Ottawa, KS",22489,22736,24578,24566,26937,26669,26975,29265,30095
20145,"Pawnee, KS",22560,23518,25122,23806,25221,25825,27515,27610,29390
20147,"Phillips, KS",24471,25171,27136,24591,28844,26659,30218,31664,35368
20149,"Pottawatomie, KS",22329,24117,25185,24995,26369,28215,29409,32762,36975
20151,"Pratt, KS",24710,25645,25638,25438,29191,29816,30158,32508,33988
20153,"Rawlins, KS",27543,24379,29666,24806,28416,21545,27875,24190,33227
20155,"Reno, KS",23318,24086,24842,25313,26340,26999,28035,29883,31204
20157,"Republic, KS",22279,20913,24843,24700,25774,24171,25072,26220,29470
20159,"Rice, KS",20459,21948,21324,20502,22019,23001,24319,25848,27219
20161,"Riley, KS",21703,23048,24528,25200,26650,27200,27814,29989,32514
20163,"Rooks, KS",21808,22065,24533,22986,25524,24221,26506,28447,32178
20165,"Rush, KS",21814,24826,26713,26312,29251,26997,30239,31374,35931
20167,"Russell, KS",21806,22721,23740,23661,25867,26655,30078,33966,35566
20169,"Saline, KS",26398,27776,27853,28323,29227,30647,32117,35176,36336
20171,"Scott, KS",32628,31062,32032,27147,30533,28203,34093,30945,32046
20173,"Sedgwick, KS",28507,29684,31659,31394,31279,32694,33971,38249,39837
20175,"Seward, KS",21007,22079,21910,21783,22369,23343,25050,26169,27218
20177,"Shawnee, KS",26992,28482,29883,30616,30888,31593,32409,34009,36109
20179,"Sheridan, KS",28839,24157,28436,25565,29053,27022,34723,28128,39810
20181,"Sherman, KS",27018,25527,24555,22691,24928,22861,27430,27432,34146
20183,"Smith, KS",22903,22471,26421,23717,27257,25394,28338,30454,32445
20185,"Stafford, KS",23895,23393,24212,24789,28220,29627,33706,37334,37444
20187,"Stanton, KS",29034,25850,26627,24238,28189,28121,36913,31607,44023
20189,"Stevens, KS",27385,28113,25218,23467,26668,28448,31700,29015,37322
20191,"Sumner, KS",23585,24002,24306,24356,25643,27900,28982,32199,32844
20193,"Thomas, KS",25546,24073,26241,23953,26611,24071,29027,27296,33526
20195,"Trego, KS",19704,21230,22875,23099,24624,22580,25649,26259,32940
20197,"Wabaunsee, KS",25609,27086,31044,30287,31231,32633,33407,35062,36924
20199,"Wallace, KS",28712,24437,26037,20685,30724,24398,29617,25185,38593
20201,"Washington, KS",20373,21894,22980,21652,23314,26358,27173,25791,30003
20203,"Wichita, KS",29195,27232,31436,28466,29923,25808,38232,33751,37326
20205,"Wilson, KS",19350,21014,21877,22350,23663,26044,27304,28912,30975
20207,"Woodson, KS",17122,18154,20275,19799,21555,22767,23765,24467,27304
20209,"Wyandotte, KS",19480,20110,20787,21280,21766,22539,23808,25490,26566
21001,"Adair, KY",16152,17841,18142,17961,17964,19061,19946,20654,21670
21003,"Allen, KY",19021,20682,20519,19933,19920,21335,22230,23170,23812
21005,"Anderson, KY",23202,24719,25512,26129,26444,27609,29049,29886,31078
21007,"Ballard, KY",23368,25208,25441,24328,25092,26484,27946,27636,29237
21009,"Barren, KY",20915,22199,23539,24136,24005,25670,25848,26360,27284
21011,"Bath, KY",17766,19637,19621,20370,20660,21722,22093,22779,23782
21013,"Bell, KY",16074,17066,18381,18504,19136,20016,20686,21753,22881
21015,"Boone, KY",28544,30519,31725,32328,33440,33802,34902,35438,37340
21017,"Bourbon, KY",27038,29931,27923,27910,27581,30646,31239,32283,32639
21019,"Boyd, KY",23494,24562,25761,26888,27532,26761,27161,29016,30249
21021,"Boyle, KY",23185,24416,25372,25886,25939,27208,27612,28581,29452
21023,"Bracken, KY",19810,22179,22756,22738,23867,24956,26117,27760,28831
21025,"Breathitt, KY",15667,16527,18169,19000,19292,19889,20705,22055,23252
21027,"Breckinridge, KY",17896,19832,20669,20831,21048,21931,22624,23216,24143
21029,"Bullitt, KY",22490,24170,24571,24807,25636,26877,28140,29467,30819
21031,"Butler, KY",16758,18889,19451,19395,19547,20909,22930,22999,25174
21033,"Caldwell, KY",20115,21742,22055,22249,22872,24604,26372,27020,27634
21035,"Calloway, KY",22567,24130,23895,23423,24123,25274,26459,27215,28155
21037,"Campbell, KY",25214,26918,27625,28387,29285,30752,32026,33850,35234
21039,"Carlisle, KY",20716,22788,23277,21919,23804,26081,27985,27088,28823
21041,"Carroll, KY",20159,21718,28203,29822,31744,57768,58591,66447,55756
21043,"Carter, KY",15612,17127,18057,18793,19475,19974,20968,21875,23235
21045,"Casey, KY",16376,17920,18121,18313,18456,19455,20349,20399,21055
21047,"Christian, KY",20485,22281,22473,24130,26310,27359,29404,32161,31483
21049,"Clark, KY",24302,26527,27021,27567,28094,28876,29443,30806,32176
21051,"Clay, KY",13396,14456,15011,15392,15933,17046,17626,18458,19612
21053,"Clinton, KY",14958,17031,18820,18827,18973,19918,20061,20025,20886
21055,"Crittenden, KY",17667,19388,20358,20297,20666,21911,24840,25392,25892
21057,"Cumberland, KY",15356,17155,18000,17184,17312,17954,19275,20056,21161
21059,"Daviess, KY",23314,24961,25470,26426,27132,28363,29781,31406,32601
21061,"Edmonson, KY",14398,15973,16671,17163,17640,19116,21246,23455,23678
21063,"Elliott, KY",13339,14088,14420,15155,15403,16130,16508,16533,17252
21065,"Estill, KY",16119,17050,18149,18843,19793,20042,21235,22204,23035
21067,"Fayette, KY",30206,31808,31827,32262,33020,34574,35917,38045,39495
21069,"Fleming, KY",17550,19532,19764,19951,19966,21363,22331,22939,23631
21071,"Floyd, KY",17434,17956,20958,21839,21970,21355,22859,24633,25548
21073,"Franklin, KY",27661,28784,29422,30245,31015,31307,31989,32756,34262
21075,"Fulton, KY",18428,20744,21107,21215,23006,23860,25550,25426,25493
21077,"Gallatin, KY",18515,20772,21545,22224,22059,23387,22558,21820,21006
21079,"Garrard, KY",19384,20933,20997,20948,21170,22188,22712,23521,24309
21081,"Grant, KY",19281,21586,22112,22612,22852,24061,25065,26062,27146
21083,"Graves, KY",20083,21828,22816,22210,22756,24359,25461,25714,26934
21085,"Grayson, KY",17238,18499,19112,19775,20081,21525,22229,22793,23684
21087,"Green, KY",15897,17390,18681,19477,19669,20261,21906,23532,24586
21089,"Greenup, KY",20263,21561,22594,23238,23901,25409,26452,27625,29616
21091,"Hancock, KY",19166,20251,21095,21794,22893,25309,24966,30251,41034
21093,"Hardin, KY",23180,25700,26739,27548,29077,30243,30556,31757,32612
21095,"Harlan, KY",15719,16670,17612,17812,18418,19916,20761,21793,22757
21097,"Harrison, KY",20886,22447,22684,23207,23501,24766,25693,26388,27497
21099,"Hart, KY",16240,17079,18049,18292,18673,20442,20871,21925,23258
21101,"Henderson, KY",22667,24281,25697,26210,27094,28185,29396,30372,30738
21103,"Henry, KY",21383,23668,24203,24415,25277,26563,27073,27833,28953
21105,"Hickman, KY",20175,22552,21892,19130,20551,25693,29368,26014,27393
21107,"Hopkins, KY",20999,22123,22697,22661,23135,24553,26300,27392,28912
21109,"Jackson, KY",14008,15095,15612,16484,17110,18375,18504,18708,18720
21111,"Jefferson, KY",30084,31983,32723,33201,33700,35119,36118,38124,38986
21113,"Jessamine, KY",24326,26325,27151,26810,27152,28182,29380,30719,32245
21115,"Johnson, KY",17699,18836,20361,21289,21633,22997,24279,25372,26835
21117,"Kenton, KY",28625,31024,32447,33456,34231,36387,38655,41296,41543
21119,"Knott, KY",15793,16575,18762,19319,20116,21140,22176,23063,24186
21121,"Knox, KY",15492,16708,16957,17519,17903,19015,19844,20964,21961
21123,"Larue, KY",20873,23581,23138,22801,23552,24671,25946,26605,27100
21125,"Laurel, KY",18779,20395,21070,20988,21414,22408,23738,24577,25973
21127,"Lawrence, KY",14513,15539,17248,17695,18260,19243,20128,21203,22256
21129,"Lee, KY",15059,16269,16906,17194,17506,18518,19187,18880,19473
21131,"Leslie, KY",16476,17054,17496,17872,18350,19895,21265,22995,23945
21133,"Letcher, KY",16625,17809,19774,20047,20092,21936,23453,24805,25193
21135,"Lewis, KY",14076,14529,16012,17232,18152,19117,19729,20460,21314
21137,"Lincoln, KY",17512,18396,19033,19184,19234,20368,21167,22035,23212
21139,"Livingston, KY",20169,21267,22258,22700,23577,24721,26378,27379,28565
21141,"Logan, KY",19961,21152,21649,21456,22408,24204,26160,26987,27116
21143,"Lyon, KY",17267,18852,19705,19916,19951,20995,22130,22945,23846
21145,"McCracken, KY",26529,28109,28960,29602,30410,31260,32934,34487,35228
21147,"McCreary, KY",12857,13827,15210,15328,15606,16491,16555,16721,17231
21149,"McLean, KY",20905,22499,23928,21990,23017,26474,28720,28675,29604
21151,"Madison, KY",19322,20570,21081,21812,22517,23356,24410,25541,27080
21153,"Magoffin, KY",15570,16313,17331,17315,17468,17544,18720,19667,20267
21155,"Marion, KY",17749,19654,20693,21315,22207,22439,23585,24676,25794
21157,"Marshall, KY",23093,24544,24446,24292,24627,26694,27945,28836,30318
21159,"Martin, KY",15728,16592,18423,18657,18663,19069,19367,20556,21505
21161,"Mason, KY",20709,22566,23076,23761,24534,26810,27662,28752,29612
21163,"Meade, KY",20425,20700,21062,20144,20593,21135,22834,24586,26951
21165,"Menifee, KY",13767,14816,15392,16228,17136,18431,19416,19967,21276
21167,"Mercer, KY",21436,23546,23654,23938,23986,25621,26520,27546,28849
21169,"Metcalfe, KY",14439,15881,16517,17319,17386,19076,20037,21444,22218
21171,"Monroe, KY",16906,17320,18014,18749,19427,20935,21186,21926,22946
21173,"Montgomery, KY",19622,20988,21270,22000,22511,24021,25301,26388,27595
21175,"Morgan, KY",13603,14673,15667,15938,16244,16780,17411,17782,18486
21177,"Muhlenberg, KY",18645,20007,20232,20405,21040,22298,22822,24237,25502
21179,"Nelson, KY",22653,24720,25614,26026,26456,27781,28647,29458,30638
21181,"Nicholas, KY",18765,21379,21420,21429,22299,23823,24106,25044,25588
