GeoFips,GeoName,2017,2018,2019,2020,2021
13161,"Jeff Davis, GA",28899,30560,32980,35826,38122
13163,"Jefferson, GA",32174,32056,34020,38396,43720
13165,"Jenkins, GA",28679,29028,30946,34673,36886
13167,"Johnson, GA",25138,25939,27166,30333,33265
13169,"Jones, GA",36723,37526,39009,41573,44704
13171,"Lamar, GA",32872,34020,35752,38669,41856
13173,"Lanier, GA",27801,29224,30792,33643,36086
13175,"Laurens, GA",34885,36239,36805,40198,43532
13177,"Lee, GA",42364,42993,43869,47008,50409
13179,"Liberty, GA",33573,35672,35581,38518,41672
13181,"Lincoln, GA",36736,37490,40638,43594,46087
13183,"Long, GA",31146,32535,33714,36566,38480
13185,"Lowndes, GA",35714,37112,38070,41037,43546
13187,"Lumpkin, GA",36755,38782,39977,42280,44843
13189,"McDuffie, GA",34591,35190,37325,40949,43362
13191,"McIntosh, GA",35763,38599,40536,44683,47287
13193,"Macon, GA",32276,30931,33395,35669,39164
13195,"Madison, GA",36433,37067,38459,39298,43445
13197,"Marion, GA",30293,32069,32765,35290,39075
13199,"Meriwether, GA",33657,35143,37093,40855,44305
13201,"Miller, GA",38016,41597,43901,46907,50213
13205,"Mitchell, GA",34197,33854,36055,39267,42397
13207,"Monroe, GA",43144,44735,47038,49781,52718
13209,"Montgomery, GA",30030,30125,31503,35598,37935
13211,"Morgan, GA",47870,49713,51582,53835,57857
13213,"Murray, GA",29467,30437,31274,34039,37264
13215,"Muscogee, GA",40365,41395,42149,45144,49091
13217,"Newton, GA",32921,34143,35126,38449,42056
13219,"Oconee, GA",63435,65316,70400,72145,76403
13221,"Oglethorpe, GA",37576,37599,38746,39427,43517
13223,"Paulding, GA",37479,38871,40700,43662,47381
13225,"Peach, GA",37131,36816,38358,41231,43641
13227,"Pickens, GA",46360,47383,49335,51623,55398
13229,"Pierce, GA",34925,35304,36776,39454,41882
13231,"Pike, GA",38684,40418,42398,44985,48643
13233,"Polk, GA",30964,32099,33504,36171,39578
13235,"Pulaski, GA",32801,33949,34834,37589,40100
13237,"Putnam, GA",41596,44423,45971,49574,53019
13239,"Quitman, GA",29097,31165,33132,36692,38398
13241,"Rabun, GA",41664,41708,43631,47292,50488
13243,"Randolph, GA",31917,32949,35494,39892,43049
13245,"Richmond, GA",35640,36650,38085,41051,43429
13247,"Rockdale, GA",33344,34295,35602,39358,43042
13249,"Schley, GA",33157,35402,37443,39972,43917
13251,"Screven, GA",32677,33494,34667,37736,40137
13253,"Seminole, GA",37311,37693,40964,44322,46274
13255,"Spalding, GA",33208,34233,35829,39157,43098
13257,"Stephens, GA",36180,36113,36315,38905,41822
13259,"Stewart, GA",24627,25972,27980,31652,32844
13261,"Sumter, GA",34770,34828,36889,39790,43130
13263,"Talbot, GA",35835,35540,37464,42057,45385
13265,"Taliaferro, GA",32859,32683,36707,36369,41494
13267,"Tattnall, GA",30671,30650,31135,32553,35616
13269,"Taylor, GA",29867,31159,33163,34501,39030
13271,"Telfair, GA",24064,24883,25575,28241,30573
13273,"Terrell, GA",35684,36671,39352,42819,47258
13275,"Thomas, GA",41560,43573,44358,48175,52349
13277,"Tift, GA",35438,36863,37892,41415,44913
13279,"Toombs, GA",33787,34763,35389,39359,42075
13281,"Towns, GA",36633,38024,40709,43802,45939
13283,"Treutlen, GA",30096,30265,31609,34542,38090
13285,"Troup, GA",35075,35977,37690,41915,45441
13287,"Turner, GA",30465,30173,32210,34612,38250
13289,"Twiggs, GA",37627,40802,39395,41800,44235
13291,"Union, GA",37203,38089,40040,42125,44163
13293,"Upson, GA",32632,33684,35635,38329,42364
13295,"Walker, GA",32614,33761,35186,37697,40744
13297,"Walton, GA",39317,40914,43227,45718,49062
13299,"Ware, GA",32329,32721,33254,36269,38862
13301,"Warren, GA",32911,34199,36081,40022,42377
13303,"Washington, GA",34437,34986,35531,39048,42068
13305,"Wayne, GA",29783,31215,32370,34619,37997
13307,"Webster, GA",34066,34810,38238,41223,43682
13309,"Wheeler, GA",19045,19044,19726,22227,24241
13311,"White, GA",37647,39037,40768,43695,46899
13313,"Whitfield, GA",37264,39556,40991,44590,47545
13315,"Wilcox, GA",26530,26115,27763,28996,32288
13317,"Wilkes, GA",40266,40514,42207,42864,48806
13319,"Wilkinson, GA",34102,35171,36071,40069,42625
13321,"Worth, GA",31992,33057,34947,38024,41431
15001,"Hawaii, HI",40354,41278,43585,47068,50038
15003,"Honolulu, HI",54279,55214,57560,60114,63912
15007,"Kauai, HI",45421,47643,50670,53608,56103
15901,"Maui + Kalawao, HI*",46943,48496,52301,53586,58520
16001,"Ada, ID",50155,52495,54866,58976,62610
16003,"Adams, ID",35651,36761,40107,42496,44261
16005,"Bannock, ID",37065,37633,39307,42596,45443
16007,"Bear Lake, ID",36509,38488,40547,43776,45385
16009,"Benewah, ID",34983,36887,38912,42238,43922
16011,"Bingham, ID",32855,34634,37355,41008,42774
16013,"Blaine, ID",102211,108169,122878,127990,134722
16015,"Boise, ID",42751,42480,47045,50581,53198
16017,"Bonner, ID",38509,40081,44003,47782,49868
16019,"Bonneville, ID",45558,47130,50865,55037,58430
16021,"Boundary, ID",35054,37243,38708,41509,44200
16023,"Butte, ID",38637,40609,44864,49413,48844
16025,"Camas, ID",41289,43969,54184,59629,62248
16027,"Canyon, ID",31845,33795,35791,39017,41980
16029,"Caribou, ID",38340,38564,43080,47824,47740
16031,"Cassia, ID",41540,42374,45152,48220,47780
16033,"Clark, ID",44633,46230,44539,48687,47973
16035,"Clearwater, ID",34526,35192,36261,39465,41834
16037,"Custer, ID",41222,41749,43419,47771,48619
16039,"Elmore, ID",34952,35129,37417,39343,41884
16041,"Franklin, ID",33927,34330,36323,40038,43472
16043,"Fremont (includes Yellowstone Park), ID",32493,34197,37647,40827,42503
16045,"Gem, ID",35328,36874,39541,42252,45441
16047,"Gooding, ID",51165,52450,59278,63489,63847
16049,"Idaho, ID",33397,34340,35784,39404,41484
16051,"Jefferson, ID",33038,34158,37847,39949,42307
16053,"Jerome, ID",35352,35725,38333,41646,42356
16055,"Kootenai, ID",42846,44747,47745,51109,54406
16057,"Latah, ID",39566,40384,44601,47859,50703
16059,"Lemhi, ID",40292,41213,43898,48508,50927
16061,"Lewis, ID",46809,49224,53580,59260,62533
16063,"Lincoln, ID",36383,35746,40523,42555,42718
16065,"Madison, ID",20449,21889,22650,24244,25648
16067,"Minidoka, ID",35125,37285,39944,43848,45273
16069,"Nez Perce, ID",41365,43042,44537,48279,50993
16071,"Oneida, ID",34172,35201,38402,42200,44887
16073,"Owyhee, ID",33324,35620,39174,41985,43713
16075,"Payette, ID",36929,38283,40739,43076,45796
16077,"Power, ID",33050,36251,40640,44237,43031
16079,"Shoshone, ID",33454,34522,36449,41787,45434
16081,"Teton, ID",39459,41815,45088,47705,53564
16083,"Twin Falls, ID",37787,38901,40339,43429,45627
16085,"Valley, ID",47733,48631,51861,55295,57895
16087,"Washington, ID",33563,34146,36859,40441,41119
17001,"Adams, IL",43937,46065,47040,51072,55254
17003,"Alexander, IL",34596,36256,39870,47088,51974
17005,"Bond, IL",34383,35957,37518,40863,44653
17007,"Boone, IL",45008,47001,47814,50785,54496
17009,"Brown, IL",33858,36319,38185,42396,44740
17011,"Bureau, IL",38647,39996,41467,45938,51269
17013,"Calhoun, IL",42076,43057,44902,49809,55240
17015,"Carroll, IL",39515,40538,40903,45742,49976
17017,"Cass, IL",36650,37405,38418,44095,48959
17019,"Champaign, IL",43986,44914,46769,50839,54638
17021,"Christian, IL",37589,39284,40055,44393,48831
17023,"Clark, IL",38988,40815,42370,45708,51307
17025,"Clay, IL",38221,39878,39303,43835,49656
17027,"Clinton, IL",45066,46554,49198,52677,56536
17029,"Coles, IL",40906,42439,44884,49333,53596
17031,"Cook, IL",57966,61972,63971,67558,73557
17033,"Crawford, IL",43784,44961,46454,49604,52318
17035,"Cumberland, IL",71785,75687,74063,78347,84035
17037,"DeKalb, IL",40320,41940,43643,47312,51571
17039,"De Witt, IL",44357,46650,46173,52177,57473
17041,"Douglas, IL",47658,50026,50063,54821,60587
17043,"DuPage, IL",69193,72705,76075,79901,85498
17045,"Edgar, IL",39885,40949,41888,48317,54641
17047,"Edwards, IL",39497,40919,41882,46220,51628
17049,"Effingham, IL",47279,48821,50578,55724,61218
17051,"Fayette, IL",33666,35127,36224,40215,44763
17053,"Ford, IL",45271,46683,50124,56396,62180
17055,"Franklin, IL",36025,37348,38161,42023,45473
17057,"Fulton, IL",36216,37689,38671,42623,46395
17059,"Gallatin, IL",38135,38942,41067,45909,53962
17061,"Greene, IL",35447,37357,38757,44275,51356
17063,"Grundy, IL",48864,53348,58763,59913,65839
17065,"Hamilton, IL",40975,42803,43440,48156,53814
17067,"Hancock, IL",41259,43279,44091,50006,55095
17069,"Hardin, IL",38487,37806,39129,43237,46724
17071,"Henderson, IL",40865,42849,41244,47473,54766
17073,"Henry, IL",43159,44566,45785,50273,54747
17075,"Iroquois, IL",40475,42660,44055,50377,56185
17077,"Jackson, IL",37190,38561,39719,43023,46443
17079,"Jasper, IL",40941,41661,42118,48543,54032
17081,"Jefferson, IL",38117,39431,40279,44355,48057
17083,"Jersey, IL",39652,41983,43093,47107,50874
17085,"Jo Daviess, IL",44532,46165,47991,52229,56428
17087,"Johnson, IL",33162,33892,34768,37515,40166
17089,"Kane, IL",50488,52548,54489,58186,62837
17091,"Kankakee, IL",39788,41562,43515,47846,53165
17093,"Kendall, IL",47256,48725,51048,53941,58848
17095,"Knox, IL",36988,38596,39116,43913,47985
17097,"Lake, IL",73960,77911,79993,83141,89025
17099,"LaSalle, IL",42200,43657,44823,48460,53033
17101,"Lawrence, IL",28588,30802,31181,35950,40385
17103,"Lee, IL",39223,40839,42295,46704,51124
17105,"Livingston, IL",41845,44238,45392,52002,57213
17107,"Logan, IL",35475,37200,37877,42169,47074
17109,"McDonough, IL",38920,40217,40509,44477,48261
17111,"McHenry, IL",53426,54986,56744,59737,64119
17113,"McLean, IL",47378,49385,50152,55203,58503
17115,"Macon, IL",45019,47451,47492,51804,56548
17117,"Macoupin, IL",38826,40511,41774,45687,49950
17119,"Madison, IL",44118,45833,48409,51846,55538
17121,"Marion, IL",39687,40851,42172,46572,50107
17123,"Marshall, IL",42052,44183,44084,49305,54239
17125,"Mason, IL",38828,41154,41671,47241,53655
17127,"Massac, IL",35265,36141,38294,42411,46618
17129,"Menard, IL",43330,45033,46275,50478,55848
17131,"Mercer, IL",43870,45250,45401,51623,57676
17133,"Monroe, IL",55054,56766,58859,61273,65224
17135,"Montgomery, IL",34017,35136,35749,39594,43358
17137,"Morgan, IL",38765,39646,41094,45084,49678
17139,"Moultrie, IL",56656,62750,68254,69993,76100
17141,"Ogle, IL",43535,45096,45804,48779,53050
17143,"Peoria, IL",47329,49036,50204,54337,57439
17145,"Perry, IL",35078,36364,37650,41138,43777
17147,"Piatt, IL",51141,53173,52688,57821,63905
17149,"Pike, IL",39797,41500,42460,49038,54377
17151,"Pope, IL",30063,31455,32333,37027,39435
17153,"Pulaski, IL",36260,36369,38088,43077,48561
17155,"Putnam, IL",55926,59149,64855,66005,74073
17157,"Randolph, IL",36180,37353,39538,43472,46251
17159,"Richland, IL",39076,40382,41322,45501,49491
17161,"Rock Island, IL",42291,43335,44142,47999,51429
17163,"St. Clair, IL",42943,44693,46492,50387,54185
17165,"Saline, IL",37350,38577,39674,43234,47402
17167,"Sangamon, IL",45774,47340,49465,53056,57206
17169,"Schuyler, IL",39343,40950,43341,48279,51383
17171,"Scott, IL",38249,41617,40420,46038,52741
17173,"Shelby, IL",37845,40467,42023,46683,51977
17175,"Stark, IL",40771,42552,41033,48612,56551
17177,"Stephenson, IL",39929,41393,43040,46579,50815
17179,"Tazewell, IL",44719,47544,48427,52046,54768
17181,"Union, IL",39086,40595,41799,46260,49595
17183,"Vermilion, IL",37654,38839,40054,44975,49265
17185,"Wabash, IL",41217,42154,43157,47397,51743
17187,"Warren, IL",38389,40616,40380,46032,52506
17189,"Washington, IL",44767,47485,48833,53581,58419
17191,"Wayne, IL",36013,37803,39153,43465,48754
17193,"White, IL",45302,47454,47588,50024,55372
17195,"Whiteside, IL",41519,42604,43859,48391,52341
17197,"Will, IL",51066,52666,54695,57813,62272
17199,"Williamson, IL",42276,43752,45632,48962,52329
17201,"Winnebago, IL",41145,42792,43550,47062,50510
17203,"Woodford, IL",48916,52041,52324,56401,60004
18001,"Adams, IN",37741,39086,40009,42799,47209
18003,"Allen, IN",43982,46117,47398,50640,54681
18005,"Bartholomew, IN",48852,52363,54102,57535,61136
18007,"Benton, IN",38232,40266,41626,47708,53602
18009,"Blackford, IN",35095,36313,37571,40164,44325
18011,"Boone, IN",69706,72926,77754,80234,84985
18013,"Brown, IN",44575,46472,48886,51632,55345
18015,"Carroll, IN",40234,42027,43495,47182,51293
18017,"Cass, IN",36951,38093,39944,43741,47854
18019,"Clark, IN",42012,43170,45333,48359,51887
18021,"Clay, IN",36826,37262,37716,41155,44878
18023,"Clinton, IN",35884,37875,38411,41545,45305
18025,"Crawford, IN",33162,34011,35150,38485,41854
18027,"Daviess, IN",40721,42419,43822,48845,53008
18029,"Dearborn, IN",44820,46995,49254,52083,55782
18031,"Decatur, IN",40910,42460,45351,49285,53393
18033,"DeKalb, IN",42810,44351,45923,48731,51961
18035,"Delaware, IN",35998,37062,38762,42000,45325
18037,"Dubois, IN",53048,54154,54920,58283,60954
18039,"Elkhart, IN",45195,46219,45873,49321,55007
18041,"Fayette, IN",38095,39553,40402,43818,47588
18043,"Floyd, IN",52293,54217,55680,58165,62578
18045,"Fountain, IN",38249,39735,40485,44585,48583
18047,"Franklin, IN",44942,45930,47166,50978,54451
18049,"Fulton, IN",39335,40886,42021,45545,49205
18051,"Gibson, IN",43536,45516,46659,50211,53562
18053,"Grant, IN",37453,39314,39179,42730,46892
18055,"Greene, IN",38968,40442,42766,46273,50131
18057,"Hamilton, IN",72013,75113,78231,81233,85814
18059,"Hancock, IN",48417,50600,51936,54658,58095
18061,"Harrison, IN",41450,42945,44710,47866,51770
18063,"Hendricks, IN",48037,49901,51087,54712,59804
18065,"Henry, IN",36193,37465,39075,42443,46146
18067,"Howard, IN",39462,41185,41863,44266,47031
18069,"Huntington, IN",39696,41337,42151,45486,49571
18071,"Jackson, IN",39168,41633,42316,45605,49451
18073,"Jasper, IN",42190,43953,45885,50378,55018
18075,"Jay, IN",37406,38322,37476,42428,49300
18077,"Jefferson, IN",39443,41206,43626,47176,50734
18079,"Jennings, IN",37609,39441,41278,44993,49519
18081,"Johnson, IN",46602,48464,50351,53112,56808
18083,"Knox, IN",42739,44189,45022,49308,53525
18085,"Kosciusko, IN",45280,46991,48562,51892,55625
18087,"Lagrange, IN",40796,42414,41365,44238,49767
18089,"Lake, IN",42339,44303,45470,48523,53181
18091,"LaPorte, IN",39804,41328,42076,45323,49508
18093,"Lawrence, IN",39152,40913,43253,47040,51160
18095,"Madison, IN",36326,37725,39056,42185,45755
18097,"Marion, IN",49438,51848,55588,60608,65625
18099,"Marshall, IN",40408,41646,42506,46031,51474
18101,"Martin, IN",37734,39099,40765,45326,49082
18103,"Miami, IN",33184,34060,34864,37084,40179
18105,"Monroe, IN",42093,44062,46097,48974,52392
18107,"Montgomery, IN",38406,39754,40969,44618,48866
18109,"Morgan, IN",41850,43396,44963,47662,51539
18111,"Newton, IN",37411,39583,41129,45837,51905
18113,"Noble, IN",38877,40222,41110,44250,48060
18115,"Ohio, IN",38631,39630,41348,47762,51321
18117,"Orange, IN",36710,37324,37776,40516,43422
18119,"Owen, IN",37616,39065,41009,44533,48681
18121,"Parke, IN",35866,36931,39311,44103,48252
18123,"Perry, IN",36800,37466,37609,39290,42358
18125,"Pike, IN",39451,40391,42008,45073,47977
18127,"Porter, IN",50485,52774,54443,56975,61250
18129,"Posey, IN",46630,48127,51402,55295,59105
18131,"Pulaski, IN",40811,42376,44616,49878,54133
18133,"Putnam, IN",36651,37949,39329,42380,45681
18135,"Randolph, IN",36420,37220,38553,43349,49116
18137,"Ripley, IN",39794,41015,42128,45942,49158
18139,"Rush, IN",43259,44467,45821,49214,54210
18141,"St. Joseph, IN",45542,47364,47847,50612,56122
18143,"Scott, IN",35593,36729,37960,40916,44678
18145,"Shelby, IN",41795,43487,44467,47828,52065
18147,"Spencer, IN",42682,44140,46564,48915,52615
18149,"Starke, IN",33322,34211,34983,38297,42083
18151,"Steuben, IN",41965,43996,45775,48787,52244
18153,"Sullivan, IN",33785,35103,36116,39300,43091
18155,"Switzerland, IN",31693,33967,35385,39226,42481
18157,"Tippecanoe, IN",38298,40409,41299,43243,45950
18159,"Tipton, IN",43417,45309,45677,48982,51881
18161,"Union, IN",36665,38678,39262,43019,47359
18163,"Vanderburgh, IN",44241,45626,47942,51565,55099
18165,"Vermillion, IN",36722,36877,37909,41723,45487
18167,"Vigo, IN",36998,37874,39159,42511,45767
18169,"Wabash, IN",40073,41665,42830,46803,51300
18171,"Warren, IN",40066,42474,42880,48047,52196
18173,"Warrick, IN",54111,56004,59014,61250,64880
18175,"Washington, IN",36644,38892,39427,43081,47858
18177,"Wayne, IN",39018,40491,41867,45140,48785
18179,"Wells, IN",40223,41672,42667,45661,49953
18181,"White, IN",39670,41968,43407,47617,51422
18183,"Whitley, IN",42963,45067,47331,50179,53969
19001,"Adair, IA",46827,49610,49947,54324,61765
19003,"Adams, IA",58356,58463,56104,53550,62223
19005,"Allamakee, IA",43915,45455,47182,49538,53807
19007,"Appanoose, IA",37869,38626,39600,43053,46396
19009,"Audubon, IA",45379,49152,50982,53279,62773
19011,"Benton, IA",50935,52546,54238,57560,63072
19013,"Black Hawk, IA",42105,44889,45649,48983,51911
19015,"Boone, IA",44992,46672,48103,51104,54521
19017,"Bremer, IA",47229,49037,50742,54062,57876
19019,"Buchanan, IA",46832,49090,49864,52527,57200
19021,"Buena Vista, IA",40769,43676,42807,45550,49006
19023,"Butler, IA",43424,45847,46956,49855,57604
19025,"Calhoun, IA",44044,46933,47897,50233,57289
19027,"Carroll, IA",49759,52551,52526,54851,60290
19029,"Cass, IA",44066,46279,47870,50517,55056
19031,"Cedar, IA",50964,53453,54246,56933,63197
19033,"Cerro Gordo, IA",48886,50576,50012,53478,56955
19035,"Cherokee, IA",53888,58142,55059,56063,61661
19037,"Chickasaw, IA",53755,57159,55454,58687,64737
19039,"Clarke, IA",38478,40100,39227,42923,45292
19041,"Clay, IA",46190,48960,50798,54344,59187
19043,"Clayton, IA",48366,49180,51664,55732,59656
19045,"Clinton, IA",42008,43866,45194,48420,52308
19047,"Crawford, IA",39707,41723,43143,45659,51690
19049,"Dallas, IA",63214,65327,67860,70341,73673
19051,"Davis, IA",35491,38288,39716,41318,44337
19053,"Decatur, IA",33357,35404,35998,38817,42171
19055,"Delaware, IA",48299,49701,49412,52538,57097
19057,"Des Moines, IA",47759,48580,50450,53254,56425
19059,"Dickinson, IA",56120,58642,61429,63560,69628
19061,"Dubuque, IA",46193,48948,50370,53684,56782
19063,"Emmet, IA",40026,43686,44863,45761,51890
19065,"Fayette, IA",41439,43591,44047,47074,51226
19067,"Floyd, IA",44498,46155,47223,49861,56044
19069,"Franklin, IA",45180,46966,47999,50950,59466
19071,"Fremont, IA",44390,44697,49423,53171,59090
19073,"Greene, IA",45132,47060,48302,52189,58799
19075,"Grundy, IA",48936,50614,51873,55698,62531
19077,"Guthrie, IA",49610,52350,52384,57366,63098
19079,"Hamilton, IA",49584,53265,51007,50276,58126
19081,"Hancock, IA",49734,51717,51271,52914,61201
19083,"Hardin, IA",46197,47797,48055,49955,56678
19085,"Harrison, IA",41494,43537,46305,48857,55468
19087,"Henry, IA",39786,41556,42438,45033,49117
19089,"Howard, IA",44230,47382,47764,51067,58411
19091,"Humboldt, IA",46071,48016,49608,51870,56985
19093,"Ida, IA",46959,49728,51541,57586,65824
19095,"Iowa, IA",50355,52035,53104,56741,62485
19097,"Jackson, IA",43132,43973,45647,49345,53777
19099,"Jasper, IA",40845,41364,43206,46341,50190
19101,"Jefferson, IA",43132,45577,47875,50955,55900
19103,"Johnson, IA",51100,53949,54734,57009,59592
19105,"Jones, IA",42299,43311,45074,48104,51576
19107,"Keokuk, IA",42867,44226,45012,48468,52878
19109,"Kossuth, IA",49036,51019,50626,52736,60595
19111,"Lee, IA",39318,41009,42384,45316,48394
19113,"Linn, IA",50440,52173,53212,56373,59294
19115,"Louisa, IA",40361,42513,43840,45420,50885
19117,"Lucas, IA",39218,41040,41923,44451,47774
19119,"Lyon, IA",56005,56281,56964,56596,61551
19121,"Madison, IA",47405,48841,50472,53555,57263
19123,"Mahaska, IA",39878,43473,43318,45828,49933
19125,"Marion, IA",46075,48027,50249,53316,56989
19127,"Marshall, IA",40068,41703,43213,47059,50776
19129,"Mills, IA",51790,55829,59887,61481,66042
19131,"Mitchell, IA",56801,63429,63627,58720,63605
19133,"Monona, IA",41862,43963,46043,49494,57720
19135,"Monroe, IA",41348,44122,46202,49319,52821
19137,"Montgomery, IA",37575,40064,41310,44375,48436
19139,"Muscatine, IA",44776,45934,48011,50326,53861
19141,"O'Brien, IA",50624,52741,53495,55875,61882
19143,"Osceola, IA",49138,50285,48717,48976,55063
19145,"Page, IA",39297,40800,42502,47231,52069
19147,"Palo Alto, IA",49747,53867,51403,49216,56973
19149,"Plymouth, IA",51978,54580,55352,56761,63214
19151,"Pocahontas, IA",44861,50395,51094,49941,57640
19153,"Polk, IA",51652,52762,54144,57947,60799
19155,"Pottawattamie, IA",42501,44682,45147,47935,51370
19157,"Poweshiek, IA",42464,44423,45330,49442,53996
19159,"Ringgold, IA",44211,47099,48483,51565,57317
19161,"Sac, IA",50625,53399,57210,56444,65620
19163,"Scott, IA",52202,53321,54281,57360,60349
19165,"Shelby, IA",48353,50505,51643,54408,61414
19167,"Sioux, IA",50521,52317,52420,54716,57558
19169,"Story, IA",40198,42346,43682,45618,47923
19171,"Tama, IA",42280,44587,45708,51211,58311
19173,"Taylor, IA",41052,42147,43591,46861,54870
19175,"Union, IA",38494,40793,41442,43838,48291
19177,"Van Buren, IA",37964,40009,40622,42312,47655
19179,"Wapello, IA",37096,38098,39029,42551,44912
19181,"Warren, IA",49426,50008,52136,54617,57847
19183,"Washington, IA",53453,56342,60809,59627,65299
19185,"Wayne, IA",39079,42095,42092,45248,50859
19187,"Webster, IA",42189,43884,45717,47734,51331
19189,"Winnebago, IA",39450,41484,41580,44867,50769
19191,"Winneshiek, IA",46107,48524,50096,54556,58872
19193,"Woodbury, IA",40508,42196,43943,46975,50607
19195,"Worth, IA",39767,40096,41759,45956,53342
19197,"Wright, IA",45414,50292,47573,48666,56543
20001,"Allen, KS",37012,39288,42470,45635,49326
20003,"Anderson, KS",37609,38564,39916,45567,52810
20005,"Atchison, KS",36384,37476,38631,42396,44710
20007,"Barber, KS",40155,44694,44905,51763,56193
20009,"Barton, KS",44829,45273,49043,51237,53532
20011,"Bourbon, KS",40965,45218,41958,45653,47885
20013,"Brown, KS",42014,45117,45399,48769,51906
20015,"Butler, KS",43982,45908,47729,49703,51643
20017,"Chase, KS",45348,51306,53672,63086,64717
20019,"Chautauqua, KS",36743,38941,39345,42504,45394
20021,"Cherokee, KS",37777,41092,42630,48048,51492
20023,"Cheyenne, KS",39925,45526,45782,56260,65154
20025,"Clark, KS",53937,53626,53878,58136,59045
20027,"Clay, KS",39560,41341,43108,47886,50592
20029,"Cloud, KS",34324,36958,38962,44057,47195
20031,"Coffey, KS",47727,51718,51433,56637,58867
20033,"Comanche, KS",37132,42454,41773,48194,54928
20035,"Cowley, KS",36347,37922,39547,42623,44888
20037,"Crawford, KS",36165,37633,39049,42668,45046
20039,"Decatur, KS",41765,42694,44564,54249,58270
20041,"Dickinson, KS",38860,40853,42596,46708,49255
20043,"Doniphan, KS",38775,39553,42529,46313,48727
20045,"Douglas, KS",42841,44846,46612,49290,51703
20047,"Edwards, KS",50686,52096,51294,61594,68555
20049,"Elk, KS",36840,39427,39408,42831,47485
20051,"Ellis, KS",42846,45007,46980,50491,53348
20053,"Ellsworth, KS",38880,41788,43841,45169,47749
20055,"Finney, KS",39500,41213,41216,44599,47523
20057,"Ford, KS",36599,38047,38753,43865,47052
20059,"Franklin, KS",40292,42172,43532,46307,49652
20061,"Geary, KS",43335,44609,46393,48695,52135
20063,"Gove, KS",53778,55821,55480,63850,69011
20065,"Graham, KS",43802,48630,49894,55636,62382
20067,"Grant, KS",42000,44506,41606,43389,43192
20069,"Gray, KS",65962,62446,59155,64323,64859
20071,"Greeley, KS",67633,68275,60821,83743,93667
20073,"Greenwood, KS",39131,40374,41624,46373,49675
20075,"Hamilton, KS",49058,52959,53795,72299,71468
20077,"Harper, KS",41889,45816,51444,57680,61799
20079,"Harvey, KS",40111,42684,44381,47580,49642
20081,"Haskell, KS",66445,63090,53293,62329,70901
20083,"Hodgeman, KS",52752,54903,55828,65216,67659
20085,"Jackson, KS",39915,41704,43615,47644,50620
20087,"Jefferson, KS",44441,46241,46591,49792,52892
20089,"Jewell, KS",42590,47767,48311,56799,60881
20091,"Johnson, KS",71170,74278,78728,81020,84535
20093,"Kearny, KS",46730,47765,50533,60667,65779
20095,"Kingman, KS",38596,41302,43106,48832,52283
20097,"Kiowa, KS",39391,41321,41216,51912,57085
20099,"Labette, KS",39489,40842,42606,46796,49538
20101,"Lane, KS",63452,67613,63880,69724,75517
20103,"Leavenworth, KS",41788,42895,44445,46742,49330
20105,"Lincoln, KS",37484,42330,46040,54756,56308
20107,"Linn, KS",37205,38981,41329,45515,48383
20109,"Logan, KS",42605,45563,48342,58592,63461
20111,"Lyon, KS",37477,39176,39896,44157,46177
20113,"McPherson, KS",44974,48824,52871,55947,57951
20115,"Marion, KS",38684,41244,42134,46843,49005
20117,"Marshall, KS",39905,41732,42940,48437,50995
20119,"Meade, KS",52858,56624,59202,67486,74713
20121,"Miami, KS",46658,48677,50184,53526,56719
20123,"Mitchell, KS",49848,57589,61496,70316,71245
20125,"Montgomery, KS",35184,36958,37622,40841,43689
20127,"Morris, KS",42099,45034,45012,51167,52926
20129,"Morton, KS",38523,42323,42126,49035,58423
20131,"Nemaha, KS",49910,51056,50709,57969,60858
20133,"Neosho, KS",37072,38823,40964,44751,47902
20135,"Ness, KS",45767,50481,54381,60791,66087
20137,"Norton, KS",40858,40213,41323,48656,51714
20139,"Osage, KS",39512,42172,42907,47130,50353
20141,"Osborne, KS",38697,46567,47061,51497,55815
20143,"Ottawa, KS",39278,41161,41724,46244,50373
20145,"Pawnee, KS",38772,39768,42043,45468,48441
20147,"Phillips, KS",48987,51542,54479,59484,64720
20149,"Pottawatomie, KS",50519,52159,53487,57035,59324
20151,"Pratt, KS",43970,47333,48718,53421,58092
20153,"Rawlins, KS",45388,49232,56351,69786,80389
20155,"Reno, KS",39042,39681,41805,45089,47918
20157,"Republic, KS",41063,41420,42880,47678,49342
20159,"Rice, KS",40959,41774,43831,46852,47894
20161,"Riley, KS",41668,41981,43570,46108,47764
20163,"Rooks, KS",35281,39039,39050,45289,49795
20165,"Rush, KS",40526,46250,51318,59414,62819
20167,"Russell, KS",42517,44504,46055,49781,53679
20169,"Saline, KS",47345,48833,51219,53147,56258
20171,"Scott, KS",58860,53487,52615,58451,60794
20173,"Sedgwick, KS",50057,51313,53263,55122,57713
20175,"Seward, KS",35710,36740,37214,41839,44209
20177,"Shawnee, KS",43858,46113,47495,51008,54066
20179,"Sheridan, KS",48349,45858,46978,56134,56735
20181,"Sherman, KS",40436,42421,41364,48809,52785
20183,"Smith, KS",39717,43464,46726,56231,58450
20185,"Stafford, KS",42951,44988,46008,49991,52643
20187,"Stanton, KS",57584,58004,69728,85360,94353
20189,"Stevens, KS",41607,41320,44013,50989,52345
20191,"Sumner, KS",36718,38892,41457,45362,48658
