GeoFips,GeoName,2017,2018,2019,2020,2021
20193,"Thomas, KS",42441,45838,47126,50599,51579
20195,"Trego, KS",42629,47039,48789,56758,61938
20197,"Wabaunsee, KS",48953,50897,51977,55142,58400
20199,"Wallace, KS",42970,51832,51437,59431,61727
20201,"Washington, KS",40637,43552,45422,52942,54905
20203,"Wichita, KS",64950,59282,60081,58891,59792
20205,"Wilson, KS",40665,40542,41246,45110,47962
20207,"Woodson, KS",33780,36799,38265,42420,47014
20209,"Wyandotte, KS",31458,32472,33693,36422,39143
21001,"Adair, KY",30821,32154,33442,37409,41385
21003,"Allen, KY",32859,33035,34703,37077,40682
21005,"Anderson, KY",37261,37970,39315,42309,45331
21007,"Ballard, KY",37114,36769,41576,45690,50888
21009,"Barren, KY",35281,35990,37317,40241,43678
21011,"Bath, KY",29474,29988,30954,34299,37710
21013,"Bell, KY",29602,30783,32028,37095,41763
21015,"Boone, KY",45979,48030,50245,53445,56759
21017,"Bourbon, KY",46807,47057,49887,51145,55087
21019,"Boyd, KY",36156,37897,39064,42757,46039
21021,"Boyle, KY",36426,37251,39831,43226,46181
21023,"Bracken, KY",35042,36535,37799,41421,44913
21025,"Breathitt, KY",30830,31251,31692,35222,39754
21027,"Breckinridge, KY",33472,33624,35521,39121,42724
21029,"Bullitt, KY",40023,41560,43527,46834,50169
21031,"Butler, KY",34005,34768,35840,39306,43937
21033,"Caldwell, KY",32718,33535,35646,40176,44963
21035,"Calloway, KY",35548,36586,38546,42036,44116
21037,"Campbell, KY",46760,48525,51621,55115,58701
21039,"Carlisle, KY",39918,38583,43968,46005,52638
21041,"Carroll, KY",34023,36001,37994,41578,45317
21043,"Carter, KY",30043,30577,31838,36134,39323
21045,"Casey, KY",29943,30711,32161,36825,40837
21047,"Christian, KY",37109,37482,38150,41809,45643
21049,"Clark, KY",38325,38640,40588,44012,47411
21051,"Clay, KY",29034,29347,29956,34389,39099
21053,"Clinton, KY",32127,33661,34470,39474,44613
21055,"Crittenden, KY",32730,34131,36023,39704,43616
21057,"Cumberland, KY",35187,36969,39701,46156,51001
21059,"Daviess, KY",40393,40869,42708,46394,50079
21061,"Edmonson, KY",32333,32961,34947,37853,41099
21063,"Elliott, KY",21959,22479,23319,27154,29572
21065,"Estill, KY",30720,31816,32896,36458,40235
21067,"Fayette, KY",48216,50093,52888,56482,59987
21069,"Fleming, KY",32129,32965,34269,38609,41490
21071,"Floyd, KY",35031,35525,36589,39909,44198
21073,"Franklin, KY",40568,41574,43203,46755,49985
21075,"Fulton, KY",30157,29659,32318,35844,41650
21077,"Gallatin, KY",32047,33405,34869,38764,42255
21079,"Garrard, KY",34983,35706,36992,40329,43418
21081,"Grant, KY",35251,36234,38185,41934,45039
21083,"Graves, KY",36859,37510,39257,42632,47933
21085,"Grayson, KY",32542,33379,35283,39577,42043
21087,"Green, KY",33331,33467,35209,39385,42768
21089,"Greenup, KY",37777,40133,40705,44283,47675
21091,"Hancock, KY",34723,36186,39821,42781,46528
21093,"Hardin, KY",42181,42742,44708,48193,51525
21095,"Harlan, KY",28498,29315,30406,34304,39123
21097,"Harrison, KY",34330,35406,37622,41120,43811
21099,"Hart, KY",30855,32332,34111,36774,40257
21101,"Henderson, KY",38315,39208,41157,45247,49580
21103,"Henry, KY",37826,38878,41062,44800,48943
21105,"Hickman, KY",40334,40522,41845,42155,54685
21107,"Hopkins, KY",38243,38359,40078,42536,46673
21109,"Jackson, KY",28429,29153,30843,34343,38055
21111,"Jefferson, KY",49060,51261,53360,57290,61474
21113,"Jessamine, KY",44601,45564,48173,51543,55040
21115,"Johnson, KY",31329,32275,33813,37208,41110
21117,"Kenton, KY",54595,55712,58804,63533,67808
21119,"Knott, KY",29643,30994,32172,36448,41185
21121,"Knox, KY",29103,29501,30709,35312,39901
21123,"Larue, KY",34813,35848,37766,41291,45069
21125,"Laurel, KY",32394,32940,33602,37362,41037
21127,"Lawrence, KY",29244,30246,31541,34590,38139
21129,"Lee, KY",29434,29384,28856,32876,36847
21131,"Leslie, KY",29821,30602,31744,35932,40852
21133,"Letcher, KY",29246,30317,31543,35818,40315
21135,"Lewis, KY",30298,31413,32115,36513,40075
21137,"Lincoln, KY",31545,32007,33872,37441,40880
21139,"Livingston, KY",36465,37470,39641,44169,47052
21141,"Logan, KY",34182,34801,37418,40765,45732
21143,"Lyon, KY",32680,34130,35856,39460,41762
21145,"McCracken, KY",45209,45391,47619,52296,56089
21147,"McCreary, KY",25043,26129,26951,31370,35811
21149,"McLean, KY",39059,38858,39711,41707,50679
21151,"Madison, KY",34768,35550,36997,40275,42808
21153,"Magoffin, KY",30748,32481,34157,39470,43913
21155,"Marion, KY",34847,35947,37396,40610,43909
21157,"Marshall, KY",38994,39833,42695,46261,48292
21159,"Martin, KY",28800,29077,28512,32984,35932
21161,"Mason, KY",38625,39197,40268,44145,47927
21163,"Meade, KY",37419,37915,39859,43040,46893
21165,"Menifee, KY",30724,31842,33644,37592,41028
21167,"Mercer, KY",35517,35753,37023,39945,43163
21169,"Metcalfe, KY",29541,30176,31241,34628,38284
21171,"Monroe, KY",34017,34049,35242,39461,44045
21173,"Montgomery, KY",34026,34574,36140,39770,42710
21175,"Morgan, KY",25657,26052,27348,30732,33208
21177,"Muhlenberg, KY",33010,33199,34740,37023,40634
21179,"Nelson, KY",40821,42277,44046,47852,51367
21181,"Nicholas, KY",33092,32991,34420,37934,41414
21183,"Ohio, KY",32232,32728,33468,36448,41201
21185,"Oldham, KY",59700,63343,66002,68532,73110
21187,"Owen, KY",32192,32785,33300,36536,39661
21189,"Owsley, KY",32399,33333,33966,39487,45731
21191,"Pendleton, KY",44187,43564,45918,46909,51933
21193,"Perry, KY",34009,34506,35367,39558,44108
21195,"Pike, KY",34669,35828,35348,39062,42691
21197,"Powell, KY",29650,30024,30680,34947,37993
21199,"Pulaski, KY",35451,37067,38839,42524,46607
21201,"Robertson, KY",31712,31925,33465,38772,41155
21203,"Rockcastle, KY",31238,31823,33647,37428,41290
21205,"Rowan, KY",29630,30849,31789,34847,37769
21207,"Russell, KY",32973,36128,37957,41673,45383
21209,"Scott, KY",42757,43720,46155,49207,52325
21211,"Shelby, KY",45192,46329,48177,51798,55471
21213,"Simpson, KY",35750,35788,37210,40876,44178
21215,"Spencer, KY",42913,44237,47187,50240,53915
21217,"Taylor, KY",33228,33713,35200,39022,41752
21219,"Todd, KY",37294,36639,39044,41776,46946
21221,"Trigg, KY",37784,37815,40074,43726,47026
21223,"Trimble, KY",36578,38435,40013,43854,47815
21225,"Union, KY",33918,34918,38529,43417,49499
21227,"Warren, KY",36972,37199,38686,41516,43812
21229,"Washington, KY",37100,37701,38865,42401,45807
21231,"Wayne, KY",28203,29522,30300,34737,38628
21233,"Webster, KY",38512,38218,39708,41820,48336
21235,"Whitley, KY",32096,32951,34631,38398,42266
21237,"Wolfe, KY",32206,33051,33886,39286,45286
21239,"Woodford, KY",50411,50684,53587,56003,59860
22001,"Acadia, LA",36932,39213,39740,43800,45805
22003,"Allen, LA",34355,37073,38723,41335,42949
22005,"Ascension, LA",49276,50491,52409,55067,58566
22007,"Assumption, LA",44893,48553,50156,52452,56352
22009,"Avoyelles, LA",36027,37814,38845,42588,45777
22011,"Beauregard, LA",42246,43602,44208,47500,50015
22013,"Bienville, LA",35849,38365,39088,42743,46442
22015,"Bossier, LA",41844,43866,45177,48685,51970
22017,"Caddo, LA",45522,48858,49516,53120,57420
22019,"Calcasieu, LA",44496,46184,45824,47033,50775
22021,"Caldwell, LA",32537,33845,35695,39210,42049
22023,"Cameron, LA",54029,55742,57177,58059,63384
22025,"Catahoula, LA",32501,33519,35868,40839,43386
22027,"Claiborne, LA",35056,36083,37546,40076,43953
22029,"Concordia, LA",31547,32533,34181,39748,43299
22031,"De Soto, LA",39543,42203,44449,47201,51447
22033,"East Baton Rouge, LA",47722,50026,51846,55983,59352
22035,"East Carroll, LA",31726,31226,31647,36557,39981
22037,"East Feliciana, LA",38716,40285,41686,44155,47562
22039,"Evangeline, LA",32579,33390,34441,39226,42109
22041,"Franklin, LA",30793,31327,33029,37627,40589
22043,"Grant, LA",30573,30966,32122,35264,37764
22045,"Iberia, LA",37287,38813,40679,43961,47594
22047,"Iberville, LA",41431,43268,45244,49075,52930
22049,"Jackson, LA",33432,34455,35609,39074,43272
22051,"Jefferson, LA",48177,49728,51166,54927,58284
22053,"Jefferson Davis, LA",39439,40576,42421,45304,46922
22055,"Lafayette, LA",48699,49731,50776,54881,57674
22057,"Lafourche, LA",44360,44655,45735,47063,49614
22059,"LaSalle, LA",29978,32003,34187,36200,37546
22061,"Lincoln, LA",37680,38457,39954,42437,45588
22063,"Livingston, LA",40349,42923,43706,45974,48854
22065,"Madison, LA",32433,32946,34545,41229,44828
22067,"Morehouse, LA",35364,35869,37252,41664,44860
22069,"Natchitoches, LA",38109,39983,41188,43373,46579
22071,"Orleans, LA",49889,52119,54357,58233,62249
22073,"Ouachita, LA",37984,39624,40088,43726,46804
22075,"Plaquemines, LA",46649,47223,47781,51841,55108
22077,"Pointe Coupee, LA",44824,47654,50714,54571,58807
22079,"Rapides, LA",42628,44468,46088,50556,54153
22081,"Red River, LA",41492,47891,46244,50003,54964
22083,"Richland, LA",35357,37093,38869,42971,45736
22085,"Sabine, LA",35452,37200,38645,41254,45105
22087,"St. Bernard, LA",32548,33939,36192,39448,42310
22089,"St. Charles, LA",48334,49009,50312,53773,56921
22091,"St. Helena, LA",38683,41153,42128,46176,50554
22093,"St. James, LA",47595,52555,54886,57847,61471
22095,"St. John the Baptist, LA",39727,40435,41980,45407,49045
22097,"St. Landry, LA",38518,39770,41829,45734,49358
22099,"St. Martin, LA",36579,38853,39827,43012,46248
22101,"St. Mary, LA",37120,39095,41049,45507,49034
22103,"St. Tammany, LA",59408,64709,69471,66999,71361
22105,"Tangipahoa, LA",37800,38644,40912,44234,47076
22107,"Tensas, LA",38209,37919,41300,46399,50669
22109,"Terrebonne, LA",40042,41375,43385,46751,49612
22111,"Union, LA",38877,41728,42278,45030,49647
22113,"Vermilion, LA",37955,40256,41032,43670,46494
22115,"Vernon, LA",38731,40246,41732,44514,47307
22117,"Washington, LA",32617,33741,35745,38878,42225
22119,"Webster, LA",39137,40814,42116,46378,49944
22121,"West Baton Rouge, LA",45362,46546,48301,51864,54404
22123,"West Carroll, LA",34978,37178,34982,41431,43241
22125,"West Feliciana, LA",37030,38677,40309,42753,45199
22127,"Winn, LA",34364,36228,39040,43630,47071
23001,"Androscoggin, ME",38837,39949,42075,46144,49766
23003,"Aroostook, ME",39480,41047,42725,47070,49883
23005,"Cumberland, ME",58584,61071,64975,69624,73972
23007,"Franklin, ME",37390,39282,40801,44219,47206
23009,"Hancock, ME",49149,50474,53152,56977,60105
23011,"Kennebec, ME",42701,44316,46421,50530,53658
23013,"Knox, ME",49210,49242,53097,56532,59420
23015,"Lincoln, ME",48589,49468,52586,55972,59613
23017,"Oxford, ME",36345,37897,39353,42694,45332
23019,"Penobscot, ME",39974,41382,43086,47574,50480
23021,"Piscataquis, ME",37003,39111,40332,45711,48987
23023,"Sagadahoc, ME",48919,49997,52027,56312,59843
23025,"Somerset, ME",36816,37703,39371,43610,46860
23027,"Waldo, ME",39469,41700,44788,48538,51757
23029,"Washington, ME",38701,40291,42051,46891,49280
23031,"York, ME",49552,51745,54335,58085,62355
24001,"Allegany, MD",38970,40359,41720,45070,47347
24003,"Anne Arundel, MD",64040,65835,68225,72003,76059
24005,"Baltimore, MD",56495,58070,61459,65502,69561
24009,"Calvert, MD",59713,61388,63780,66872,70690
24011,"Caroline, MD",44238,44982,46197,48287,53549
24013,"Carroll, MD",59090,60151,62251,65635,69397
24015,"Cecil, MD",45333,47386,49070,51681,55293
24017,"Charles, MD",54425,55131,56518,60334,63939
24019,"Dorchester, MD",43249,44172,46221,49363,54075
24021,"Frederick, MD",58258,60263,62317,65338,68704
24023,"Garrett, MD",41952,44034,46295,49772,53008
24025,"Harford, MD",55490,56965,59333,62868,66633
24027,"Howard, MD",74436,75552,78013,82041,86380
24029,"Kent, MD",57312,59065,59791,63494,67648
24031,"Montgomery, MD",84718,85567,86039,87507,92740
24033,"Prince George's, MD",44792,46101,47269,51300,54916
24035,"Queen Anne's, MD",62716,64222,68447,71470,75811
24037,"St. Mary's, MD",54558,56583,58853,61874,65762
24039,"Somerset, MD",30887,30898,31463,33037,37395
24041,"Talbot, MD",67908,69612,75466,80052,84695
24043,"Washington, MD",43512,44947,46141,49510,52897
24045,"Wicomico, MD",40298,40513,40580,43648,46893
24047,"Worcester, MD",55731,56138,57078,60440,63811
24510,"Baltimore (Independent City), MD",47177,49297,50073,54153,58556
25001,"Barnstable, MA",65261,67947,74107,79136,83191
25003,"Berkshire, MA",52583,54598,56861,61586,65050
25005,"Bristol, MA",50342,52142,55047,61116,64924
25007,"Dukes, MA",71725,77062,79853,81631,86341
25009,"Essex, MA",62462,65119,68305,73101,78093
25011,"Franklin, MA",52010,53723,56241,60297,63366
25013,"Hampden, MA",49086,51123,53167,58071,61522
25015,"Hampshire, MA",50377,52051,54754,58133,60717
25017,"Middlesex, MA",78141,82173,87174,92013,98523
25019,"Nantucket, MA",86424,95451,96986,93793,101902
25021,"Norfolk, MA",85203,89004,93360,97787,104059
25023,"Plymouth, MA",62907,65535,69610,75025,79817
25025,"Suffolk, MA",77330,81593,83428,90941,98644
25027,"Worcester, MA",52656,54330,56730,61577,65793
26001,"Alcona, MI",37844,39946,41782,46504,49262
26003,"Alger, MI",32670,34069,35126,39479,42171
26005,"Allegan, MI",42527,44732,46130,50402,53375
26007,"Alpena, MI",38904,39488,40817,45497,48428
26009,"Antrim, MI",45185,46647,49163,53579,55759
26011,"Arenac, MI",35765,37331,39779,44841,47470
26013,"Baraga, MI",31826,32677,34669,39616,41772
26015,"Barry, MI",42494,44289,46199,49975,52951
26017,"Bay, MI",39868,41971,43230,47430,50396
26019,"Benzie, MI",42501,44252,47113,52273,54684
26021,"Berrien, MI",45105,47212,49735,54303,59656
26023,"Branch, MI",34567,35549,37279,41384,45325
26025,"Calhoun, MI",38239,39115,40497,44796,47789
26027,"Cass, MI",42864,44665,45827,51045,56042
26029,"Charlevoix, MI",49858,52466,53854,59153,62505
26031,"Cheboygan, MI",37718,38566,40691,45719,48078
26033,"Chippewa, MI",32747,33834,35733,40410,42943
26035,"Clare, MI",33365,34528,34775,38991,40710
26037,"Clinton, MI",44750,46391,48051,51861,54719
26039,"Crawford, MI",34531,36834,37722,42782,44116
26041,"Delta, MI",37598,38580,40047,44204,46524
26043,"Dickinson, MI",45226,47125,46741,50975,55335
26045,"Eaton, MI",41278,42704,43887,47981,50743
26047,"Emmet, MI",53361,55451,58421,63571,66826
26049,"Genesee, MI",39084,40449,42141,46371,49399
26051,"Gladwin, MI",35364,36407,38377,41637,44068
26053,"Gogebic, MI",36282,38621,42173,46469,48705
26055,"Grand Traverse, MI",48148,50140,52710,57453,60388
26057,"Gratiot, MI",34701,35873,36244,40793,43249
26059,"Hillsdale, MI",34105,35406,35908,39486,42365
26061,"Houghton, MI",34103,35675,37044,40803,43809
26063,"Huron, MI",42891,44202,45222,52150,55774
26065,"Ingham, MI",39086,40655,42183,46669,49608
26067,"Ionia, MI",32356,33897,34416,38396,40849
26069,"Iosco, MI",35450,36779,39258,44079,46918
26071,"Iron, MI",41393,42340,44218,47339,49653
26073,"Isabella, MI",35388,37181,39018,43582,45657
26075,"Jackson, MI",37325,38799,39775,44152,47503
26077,"Kalamazoo, MI",46861,48716,50835,54954,58524
26079,"Kalkaska, MI",34135,35317,36560,41541,43609
26081,"Kent, MI",50715,52409,54507,58706,61852
26083,"Keweenaw, MI",46067,48154,50936,56579,59593
26085,"Lake, MI",29993,32130,33362,37938,38989
26087,"Lapeer, MI",41559,43250,44648,49285,52034
26089,"Leelanau, MI",62369,66093,70525,75114,78457
26091,"Lenawee, MI",37371,39197,40377,44112,46929
26093,"Livingston, MI",56039,57605,59309,62640,65883
26095,"Luce, MI",33179,34479,35772,41624,43526
26097,"Mackinac, MI",42313,43345,44726,50473,53230
26099,"Macomb, MI",44376,46036,47350,51798,54258
26101,"Manistee, MI",37608,39300,40528,44375,46489
26103,"Marquette, MI",37812,39211,40494,44933,47870
26105,"Mason, MI",39116,40578,41900,46365,48733
26107,"Mecosta, MI",35108,36114,37154,41440,44177
26109,"Menominee, MI",40418,41691,41962,45802,48873
26111,"Midland, MI",57522,54113,54951,58544,62055
26113,"Missaukee, MI",34663,35093,36752,41488,43609
26115,"Monroe, MI",44658,46098,47726,50472,53509
26117,"Montcalm, MI",32399,33191,34438,38314,40592
26119,"Montmorency, MI",36099,37562,38520,43272,43331
26121,"Muskegon, MI",36681,37877,39646,44159,46701
26123,"Newaygo, MI",36462,36791,38065,42134,44597
26125,"Oakland, MI",68447,70762,72614,77030,80962
26127,"Oceana, MI",36062,37751,39469,43760,46015
26129,"Ogemaw, MI",33199,35070,34956,39841,42781
26131,"Ontonagon, MI",37404,38453,40398,45324,47563
26133,"Osceola, MI",35171,37006,39164,43341,45167
26135,"Oscoda, MI",33095,34074,34885,37619,39929
26137,"Otsego, MI",38251,39887,41441,46664,49320
26139,"Ottawa, MI",47013,48265,49800,53507,56076
26141,"Presque Isle, MI",37091,39137,40274,44888,47138
26143,"Roscommon, MI",35516,36980,38065,42721,44518
26145,"Saginaw, MI",37084,39360,42114,46419,49274
26147,"St. Clair, MI",42218,43956,45733,50390,52805
26149,"St. Joseph, MI",37343,37948,38688,43372,46199
26151,"Sanilac, MI",36403,37791,38325,44249,47144
26153,"Schoolcraft, MI",38712,40135,41573,46639,49103
26155,"Shiawassee, MI",37668,39151,40570,44809,47525
26157,"Tuscola, MI",35274,36360,37522,42155,44908
26159,"Van Buren, MI",39369,40758,41782,45781,48770
26161,"Washtenaw, MI",56002,58207,61447,64636,68688
26163,"Wayne, MI",39691,41742,43271,47533,50610
26165,"Wexford, MI",35287,36189,37886,41937,44697
27001,"Aitkin, MN",38044,40429,42044,46856,49255
27003,"Anoka, MN",49104,50730,52820,56014,59397
27005,"Becker, MN",44740,45905,48118,51710,56147
27007,"Beltrami, MN",40028,42064,43165,47241,50833
27009,"Benton, MN",42721,43589,45691,49675,53214
27011,"Big Stone, MN",49703,50063,49836,58966,64816
27013,"Blue Earth, MN",42317,44229,45468,49109,51834
27015,"Brown, MN",48610,50582,52840,57177,60615
27017,"Carlton, MN",40615,42303,43646,46796,49797
27019,"Carver, MN",68495,71228,73785,76137,80562
27021,"Cass, MN",44894,46582,47869,51803,56491
27023,"Chippewa, MN",43325,44085,48039,52027,57395
27025,"Chisago, MN",46987,48748,51197,54113,57574
27027,"Clay, MN",40615,41939,43312,47440,51260
27029,"Clearwater, MN",42423,45336,46005,51893,54687
27031,"Cook, MN",50342,52990,53157,56400,59112
27033,"Cottonwood, MN",43706,45506,44993,54800,58229
27035,"Crow Wing, MN",43316,44126,46170,49561,54260
27037,"Dakota, MN",57429,59531,61297,64089,67927
27039,"Dodge, MN",44050,45953,47126,52462,56410
27041,"Douglas, MN",50061,50702,51776,55854,59909
27043,"Faribault, MN",39041,40099,42468,49095,54496
27045,"Fillmore, MN",43402,44078,43899,49006,51972
27047,"Freeborn, MN",42584,43618,44984,49480,53790
27049,"Goodhue, MN",50658,52554,54665,57401,60933
27051,"Grant, MN",45892,46072,45510,53681,57261
27053,"Hennepin, MN",70014,73788,76905,80429,85505
27055,"Houston, MN",48532,50265,51628,55330,59140
27057,"Hubbard, MN",42299,44232,50828,53768,57111
27059,"Isanti, MN",42344,44594,46713,49721,53189
27061,"Itasca, MN",41212,44351,45393,48240,51563
27063,"Jackson, MN",48573,50276,52652,60415,63311
27065,"Kanabec, MN",41699,42561,44473,49721,51935
27067,"Kandiyohi, MN",51546,52018,52094,55811,58345
27069,"Kittson, MN",48824,48829,46733,63269,67536
27071,"Koochiching, MN",38583,42416,46188,49257,52256
27073,"Lac qui Parle, MN",47248,47855,49909,58221,65109
27075,"Lake, MN",44854,47640,47886,50311,53868
27077,"Lake of the Woods, MN",55703,57047,54841,56693,61309
27079,"Le Sueur, MN",47042,48958,50203,54455,58146
27081,"Lincoln, MN",44542,43752,46805,51669,57110
27083,"Lyon, MN",47991,49051,49751,55067,58433
27085,"McLeod, MN",44966,47275,48098,52942,56689
27087,"Mahnomen, MN",33592,35258,34548,41569,47898
27089,"Marshall, MN",48937,51118,50621,63411,68963
27091,"Martin, MN",47252,49885,51498,55701,61216
27093,"Meeker, MN",42284,43880,45003,49515,53728
27095,"Mille Lacs, MN",40076,41660,43509,47312,50104
27097,"Morrison, MN",40396,41501,41933,47136,50229
27099,"Mower, MN",44926,45534,46076,50565,55320
27101,"Murray, MN",48107,50616,52874,62101,63623
27103,"Nicollet, MN",47221,48524,50427,53688,56992
27105,"Nobles, MN",41897,42660,43841,52093,54479
27107,"Norman, MN",35614,36208,37092,49702,56502
27109,"Olmsted, MN",54535,57090,58724,62179,65959
27111,"Otter Tail, MN",45511,46412,47353,51840,55698
27113,"Pennington, MN",51124,55383,54201,59713,65416
27115,"Pine, MN",36460,37617,39550,43572,45538
27117,"Pipestone, MN",51901,52976,53252,58005,61106
27119,"Polk, MN",44137,45513,46566,53803,58682
27121,"Pope, MN",48253,49716,50080,55881,60173
27123,"Ramsey, MN",51560,53396,54587,58217,62594
27125,"Red Lake, MN",48165,50740,49604,57090,65147
27127,"Redwood, MN",45932,48810,52951,60667,63700
27129,"Renville, MN",47388,48171,47453,56369,61406
27131,"Rice, MN",42275,43676,45230,48412,51545
27133,"Rock, MN",48201,48818,48827,56690,57744
27135,"Roseau, MN",45038,48489,47177,54279,60337
27137,"St. Louis, MN",43927,46502,48188,51537,55303
27139,"Scott, MN",57817,61127,62909,65602,69243
27141,"Sherburne, MN",46330,47224,49291,52201,55341
27143,"Sibley, MN",44462,45702,47861,53512,58242
27145,"Stearns, MN",45534,47122,48925,53151,56711
27147,"Steele, MN",44368,45193,46534,50483,55176
27149,"Stevens, MN",46166,45752,47917,56612,58335
27151,"Swift, MN",46110,46614,46446,53559,58433
27153,"Todd, MN",40104,41429,42688,43743,47069
27155,"Traverse, MN",51681,51104,49390,68763,73574
27157,"Wabasha, MN",46558,48124,50078,55622,58382
27159,"Wadena, MN",37807,38754,39290,43488,46380
27161,"Waseca, MN",41936,41041,41646,47174,50409
27163,"Washington, MN",64762,66911,69775,72430,76733
27165,"Watonwan, MN",40692,41944,44416,50842,55899
27167,"Wilkin, MN",50174,50574,48502,58334,65570
27169,"Winona, MN",47167,47754,49315,53431,56240
27171,"Wright, MN",48234,50411,52363,55217,58756
27173,"Yellow Medicine, MN",48905,51686,54679,60552,65068
28001,"Adams, MS",32874,34524,36413,39621,42911
28003,"Alcorn, MS",35886,37928,38576,41396,44255
28005,"Amite, MS",32724,33689,33523,35618,39407
28007,"Attala, MS",32880,33196,35013,39450,42044
28009,"Benton, MS",31458,33061,34858,37877,41767
28011,"Bolivar, MS",36351,37295,37303,41211,46512
28013,"Calhoun, MS",32741,34346,35831,40299,43222
28015,"Carroll, MS",36150,36974,37776,41232,44908
28017,"Chickasaw, MS",35176,34283,36094,39510,41179
28019,"Choctaw, MS",31940,32808,34454,37992,40804
28021,"Claiborne, MS",29875,30074,31375,34891,37833
28023,"Clarke, MS",35794,37133,38328,41601,43918
28025,"Clay, MS",36527,37238,39833,43638,46228
28027,"Coahoma, MS",34524,35059,37003,41488,44714
28029,"Copiah, MS",31938,32677,33613,36223,39166
28031,"Covington, MS",36182,37595,38557,39134,45169
28033,"DeSoto, MS",40519,42083,44019,47078,50982
28035,"Forrest, MS",36541,37198,36994,40216,42853
28037,"Franklin, MS",33216,33758,35908,38685,40443
28039,"George, MS",32275,33773,34072,38208,39807
28041,"Greene, MS",27810,27866,28265,30485,33133
28043,"Grenada, MS",33295,34297,35452,38553,41935
28045,"Hancock, MS",34671,35942,38155,41867,44776
28047,"Harrison, MS",36495,37045,38492,42037,44551
28049,"Hinds, MS",37813,38734,40535,44415,47413
28051,"Holmes, MS",27352,27971,29433,33280,36339
28053,"Humphreys, MS",32162,32137,34551,39903,43981
28055,"Issaquena, MS",18572,20159,24805,32026,34832
28057,"Itawamba, MS",33292,34913,35790,39016,41579
28059,"Jackson, MS",36784,37303,38894,42163,44945
28061,"Jasper, MS",37850,39350,41047,41334,46041
28063,"Jefferson, MS",31652,33341,33929,37139,40349
28065,"Jefferson Davis, MS",29199,29603,29943,32452,36241
28067,"Jones, MS",37238,38057,39102,41022,44494
28069,"Kemper, MS",28902,30426,32026,36166,38314
28071,"Lafayette, MS",39998,41810,43373,45615,47824
28073,"Lamar, MS",39211,39515,41585,44325,47129
28075,"Lauderdale, MS",37435,38100,40424,44001,46219
28077,"Lawrence, MS",34522,36006,36191,37809,42275
28079,"Leake, MS",33125,33677,34110,34488,39087
28081,"Lee, MS",41312,42119,44363,48080,51703
28083,"Leflore, MS",35667,36454,38631,43521,48265
28085,"Lincoln, MS",36940,37753,39236,41755,44688
28087,"Lowndes, MS",37036,38106,40592,44039,47137
28089,"Madison, MS",61180,62708,65464,69925,73485
28091,"Marion, MS",33355,37887,38807,40203,43035
28093,"Marshall, MS",32352,34312,36435,39947,43724
28095,"Monroe, MS",34383,35998,37602,40976,44332
28097,"Montgomery, MS",32838,33495,35009,38639,41252
28099,"Neshoba, MS",35556,35980,37989,39519,43915
28101,"Newton, MS",33715,34562,35654,36925,41367
28103,"Noxubee, MS",31806,31565,35266,38306,44360
28105,"Oktibbeha, MS",32112,33478,34454,36768,38463
28107,"Panola, MS",32443,33368,34489,38751,42074
28109,"Pearl River, MS",35152,36234,38224,40667,43214
28111,"Perry, MS",32325,33544,34208,37403,40243
28113,"Pike, MS",29694,30045,31391,34320,37461
28115,"Pontotoc, MS",32823,33990,35400,38936,41866
28117,"Prentiss, MS",30126,30454,32094,34953,37701
28119,"Quitman, MS",28987,30676,31506,36525,41682
28121,"Rankin, MS",43825,44347,45496,48595,51235
28123,"Scott, MS",31039,31454,31765,32961,37792
28125,"Sharkey, MS",35739,35359,36950,44102,50467
28127,"Simpson, MS",36936,37813,38405,40004,44174
28129,"Smith, MS",37029,39009,39661,40309,46337
28131,"Stone, MS",31256,33343,34653,37262,39547
28133,"Sunflower, MS",28840,29039,29664,33938,37950
28135,"Tallahatchie, MS",30722,30776,31982,36529,41558
28137,"Tate, MS",34527,35984,38141,41180,44749
28139,"Tippah, MS",34993,36780,38433,42300,44301
28141,"Tishomingo, MS",32443,34633,35811,38796,41457
28143,"Tunica, MS",31377,31186,33864,39893,41904
28145,"Union, MS",32219,33138,35412,38697,41155
28147,"Walthall, MS",32595,32540,33551,35664,39169
28149,"Warren, MS",38375,39985,41184,44905,48214
28151,"Washington, MS",34516,35555,36815,41701,45319
28153,"Wayne, MS",34696,35704,37296,38401,43439
28155,"Webster, MS",36976,37373,39308,42236,44543
28157,"Wilkinson, MS",28215,28793,30188,34316,36890
28159,"Winston, MS",34753,35469,37305,39796,43238
28161,"Yalobusha, MS",34390,35769,36651,39591,41761
28163,"Yazoo, MS",27655,27685,28399,34042,36515
29001,"Adair, MO",31423,32185,33223,35904,37898
29003,"Andrew, MO",42286,41885,44650,47612,50693
29005,"Atchison, MO",40843,36900,44786,49644,54179
29007,"Audrain, MO",38078,36784,37613,41328,44319
29009,"Barry, MO",34615,36569,36511,38718,41248
29011,"Barton, MO",34561,34519,35273,40842,42329
29013,"Bates, MO",38330,38520,40670,44537,46821
29015,"Benton, MO",35739,37580,38951,40715,43097
29017,"Bollinger, MO",34649,36203,38100,41916,44552
29019,"Boone, MO",45656,46287,49251,51723,54522
29021,"Buchanan, MO",38539,39032,40780,43594,46362
29023,"Butler, MO",34802,35388,36123,40610,43194
29025,"Caldwell, MO",36976,38069,39967,42976,45802
